entidad,tipo_entidad
Darío Delgado,ser humano
Mauricio Montero Chinchilla,ser humano
Roy Myers,ser humano
Randall Brenes,ser humano
Dave Myrie,ser humano
Austin Berry,ser humano
Vicente Sáenz Rojas,ser humano
Josué Martínez,ser humano
Víctor Sanabria Martínez,ser humano
Walter Meneses,ser humano
Erik Lonis,ser humano
Cantón de Moravia,cantón de Costa Rica
San Isidro de El General,asentamiento
médico,profesión
Estados Unidos,asentamiento
autor,creador
condado de Taney,condado
Universidad del Sur de California,universidad
Grecia,país
Cantón de Siquirres,cantón de Costa Rica
Pontificio Instituto Bíblico,Instituto pontificio
Turrialba,distrito
Felicia Montealegre,ser humano
Felicio Brown Forbes,ser humano
Fernando Centeno Güell,ser humano
Alejandro Alpízar,ser humano
Armando Alonso,ser humano
Karina Bolaños,ser humano
Joaquín de Oreamuno y Muñoz de la Trinidad,ser humano
Marco Ureña,ser humano
Jonathan McDonald,ser humano
Manuel Fernández Chacón,ser humano
Gregory Brenes,ser humano
Guillermo Loría Garita,ser humano
Heiner Oviedo,ser humano
Salvador Lara Zamora,ser humano
Henry Raabe,ser humano
Hernán Cabalceta,ser humano
Hernán Agustín Carazo Bermúdez,ser humano
Andy Furtado,ser humano
Humberto Brenes,ser humano
Geovanny Jara,ser humano
actor,profesión
Berlín,distrito
Alemania,país
Universidad Complutense de Madrid,universidad
Palmichal,distrito
Capellades,municipio
ciclista,deportista
obispo católico,cargo eclesiástico
taekwondista,deportista
Rivas,página de desambiguación de Wikimedia
biatleta,profesión
Ascensión Esquivel Ibarra,ser humano
Wardy Alfaro,ser humano
Juan Galindo,ser humano
Michael Umaña,ser humano
Mauricio Solís,ser humano
Danny Fonseca,ser humano
Cleto González Víquez,ser humano
Rodrigo Badilla,ser humano
Próspero Fernández Oreamuno,ser humano
Saturnino Lizano Gutiérrez,ser humano
Shirley Cruz Traña,ser humano
Willy Eras,ser humano
Berny Ulloa Morera,ser humano
Hernán Medford,ser humano
Bernal Flores,ser humano
Bernd H. Niehaus Quesada,ser humano
Luis Alberto Monge Álvarez,ser humano
Francisco Aguilar Barquero,ser humano
José Joaquín Rodríguez Zeledón,ser humano
Juan Bautista Quirós Segura,ser humano
francmasonería,hermandad
Presidente de Costa Rica,artículo de lista de Wikimedia
Dublín,ciudad
oficial militar,profesión militar
Santa Ana,ciudad
árbitro de fútbol,profesión
Provincia de Puntarenas,provincia
compositor,ocupación
embajador,cargo
Cantón de Palmares,cantón de Costa Rica
Cantón de Tibás,cantón de Costa Rica
Félix Montoya,ser humano
José Castulo Zeledón,ser humano
Giancarlo González,ser humano
Greivin Porras,ser humano
Hernán Bolaños,ser humano
Jeffrey Solis,ser humano
Joaquín García Monge,ser humano
Jorge Debravo,ser humano
José Merino del Río,ser humano
Clodomiro Picado Twight,ser humano
Kurt Morsink,ser humano
Martín Valverde,ser humano
Max Sánchez,ser humano
Johnny Araya Monge,ser humano
Paolo Montoya,ser humano
Debi Nova,ser humano
Joaquín Mora Fernández,ser humano
Joaquín Gutiérrez Mangel,ser humano
Adrián De Lemos,ser humano
Alejandro González Rojas,ser humano
Cantón de Bagaces,cantón de Costa Rica
Provincia de San José,provincia
ornitólogo,profesión
Desamparados,barrio
Granada,municipio
diplomático,profesión
Cantón de Desamparados,cantón de Costa Rica
Universidad de Chile,universidad
Burgos,municipio
San Marcos,página de desambiguación de Wikimedia
biólogo,profesión
Orlando,ciudad
Universidad James Madison,universidad
cantante,músico
Alcalde de San José,cargo
Los Angeles College of Music,institución académica
Provincia de Limón,provincia
Atenas,ciudad
Alexander Castro,ser humano
Allen Guevara,ser humano
Andrés Núñez,ser humano
Ariel Soto,ser humano
Bismark Acosta,ser humano
Bryan Vega,ser humano
Carin McDonald,ser humano
Cecilia Gayle,ser humano
Cristian Badilla,ser humano
Christian Montero,ser humano
Cristian Oviedo,ser humano
César Elizondo,ser humano
Daniel Knowlen,ser humano
Danny Carvajal,ser humano
Dexter Lewis,ser humano
Diego Calvo,ser humano
Diego Solis,ser humano
Eduardo Valverde,ser humano
Esteban Sirias,ser humano
Golfito,distrito
Liberia,país
Uruca,distrito
San Ramón,comuna
Cahuita,distrito
Provincia de Alajuela,provincia
jugador de fútbol sala,deportista
entrenador de fútbol sala,entrenador
Pacífica Fernández Oreamuno,ser humano
Francisco Alpizar,ser humano
Gerald Drummond,ser humano
Gidget Sandoval,ser humano
Gilbert Alpizar,ser humano
Géiner Segura,ser humano
Hansell Arauz,ser humano
Héctor Marchena,ser humano
Jairo Arrieta,ser humano
Jean Carlos Solórzano,ser humano
Johnny Acosta,ser humano
Johanna Solano,ser humano
Jorge Gatgens,ser humano
Jorge Ulate,ser humano
Joshua Díaz,ser humano
José Carlos Chaves,ser humano
José Carvajal,ser humano
José Garro,ser humano
José Jaikel,ser humano
Juan Bustos Golobio,ser humano
Cantón de Golfito,cantón de Costa Rica
Nicoya,página de desambiguación de Wikimedia
Cantón de Nicoya,cantón de Costa Rica
César Lizano,ser humano
César Valverde Vega,ser humano
Daniel Cambronero,ser humano
Daniel Colindres,ser humano
Daniel Jiménez,ser humano
Danilo Montero,ser humano
David Diach,ser humano
Derrick Johnson,ser humano
Domingo González Pérez,ser humano
Edder Nelson,ser humano
Eduardo Doryan Garrón,ser humano
Edwin Cubero,ser humano
Eladio Rosabal Cordero,ser humano
Emilia Castro de Barish,ser humano
Emilia Solórzano Alfaro,ser humano
Enar Bolaños,ser humano
Enrique Díaz,ser humano
Enrique Rivers,ser humano
Epsy Campbell Barr,ser humano
maratonista,profesión
Cantón de Belén,cantón de Costa Rica
Universidad de California en Los Ángeles,universidad
primera dama,consorte
Cancilleres de Costa Rica,ministro
Óscar Duarte,ser humano
David Guzmán,ser humano
Paulo Vargas,ser humano
Jorge Alejandro Castro,ser humano
José Salvatierra,ser humano
Pedro Leal,ser humano
Pedro José de Alvarado y Baeza,ser humano
Diego Estrada,ser humano
Olman Vargas,ser humano
Luis Liberman Ginsburg,ser humano
William Sunsing,ser humano
Osman Murillo Segura,ser humano
Rafael Barroeta y Castilla,ser humano
Rodolfo Muñoz,ser humano
Celso Borges,ser humano
Salvador González Ramírez,ser humano
Santiago Bonilla,ser humano
Alejandro Morera Soto,ser humano
Andy Herron,ser humano
Karina Fernández,ser humano
Catarina,sinónimo taxonómico
Cantón de Escazú,cantón de Costa Rica
Vicepresidente de Costa Rica,cargo público
yudoca,deportista
San Miguel,asentamiento
El Salvador,país
triatleta,deportista
Anibal Saldaña Santamaría,ser humano
Aniceto Esquivel Sáenz,ser humano
José María Castro Madriz,ser humano
Miguel Ángel Rodríguez Echeverría,ser humano
Daniel Oduber Quirós,ser humano
Cristian Gamboa,ser humano
Manuel Antonio Bonilla Nava,ser humano
Alfredo González Flores,ser humano
Neighel Drummond,ser humano
Francisco Calderón Guardia,ser humano
Allan Alemán,ser humano
Reynaldo Parks,ser humano
Jafet Soto Molina,ser humano
Franco Pupulin,ser humano
Edgar Silva,ser humano
Antonio Pinto Soares,ser humano
Antonio Rivera Cabezas,ser humano
Antonio Troyo Calderón,ser humano
Lester Morgan,ser humano
Rafael Francisco Osejo,ser humano
Puerto Armuelles,ciudad
obispo prelado,cargo eclesiástico
Universidad de California en Berkeley,institución educativa
Universidad McGill,universidad
Italia,país
periodista,profesión
Oporto,municipio
Ciudad de Guatemala,ciudad
presidente de la República Federal de Centro América,cargo público
obispo auxiliar,cargo eclesiástico
Cantón de Santa Cruz,cantón de Costa Rica
Óscar Rafael de Jesús Arias Sánchez,ser humano
Laura Chinchilla Miranda,ser humano
Bruno Stagno Ugarte,ser humano
Julio Acosta García,ser humano
Ricardo Jiménez Oreamuno,ser humano
Juan Santamaría,ser humano
Fernando Patterson,ser humano
Juan José Rodríguez Morales,ser humano
Ottón Solís Fallas,ser humano
Ever Alfaro,ser humano
Rafael Moya Murillo,ser humano
Erick Scott,ser humano
Mauricio Wright,ser humano
Carlos Hernández Valverde,ser humano
Randall Azofeifa,ser humano
Douglas Sequeira,ser humano
José Francisco Porras,ser humano
Arturo Kinch,ser humano
José Joaquín Trejos Fernández,ser humano
Universidad de Boston,universidad
Edmund A. Walsh School of Foreign Service,escuela
Universidad de Georgetown,universidad
París,barrio de Puerto Rico
Universidad de Princeton,universidad
militar,profesión
Universidad de Mánchester,universidad
Universidad de la Florida,universidad
empresario,ocupación
Salitrillos,distrito
Anselmo Llorente,distrito
Juan Rafael Mora Porras,ser humano
José Rafael Gallegos Alvarado,ser humano
Rafael Ángel Calderón Guardia,ser humano
Francisco José Orlich Bolmarcich,ser humano
Teodoro Picado Michalski,ser humano
Rafael Ángel Calderón,ser humano
Federico Alberto Tinoco Granados,ser humano
Juan Mora Fernández,ser humano
Jesús Jiménez Zamora,ser humano
Braulio Carrillo Colina,ser humano
Vicente Herrera Zeledón,ser humano
Rafael Iglesias Castro,ser humano
León Cortés Castro,ser humano
Lorna Chávez,ser humano
Júnior Díaz,ser humano
Dennis Marshall,ser humano
Santos León Herrera,ser humano
Roberto Gayón,ser humano
Óscar Rojas Ruiz,ser humano
Hermidio Barrantes,ser humano
presidente,propiedad de Wikidata para elementos sobre organizaciones
Universidad Católica de Lovaina,universidad
Diriamba,municipio
Universidad Nacional Autónoma de Nicaragua,universidad
Colegio San Luis Gonzaga,edificio público
Gerardo Gómez Ramírez,ser humano
Donny Grant,ser humano
Gabriel Badilla,ser humano
Harold Wallace,ser humano
Michael Rodríguez,ser humano
Kurt Bernard,ser humano
Whayne Wilson,ser humano
Tobías Zúñiga Castro,ser humano
José Miguel Cubero,ser humano
Tulio Quiñones,ser humano
Víctor Cordero,ser humano
Keylor Navas,ser humano
Evaristo Coronado,ser humano
Ricardo González Fonseca,ser humano
Bruno Carranza Ramírez,ser humano
Carlos José Gutiérrez,ser humano
José María Zeledón Brenes,ser humano
William Mattus,ser humano
Porfirio López,ser humano
Francisco Calvo,ser humano
Cantón de Cañas,cantón de Costa Rica
Sarchí Norte,distrito
España,página de desambiguación de Wikimedia
Palmar,asentamiento
Managua,ciudad
Barva,distrito
República Dominicana,país
Iosif Grigulevich,ser humano
Leonel Leal,ser humano
Carlos Castro,ser humano
Gregorio José Ramírez y Castro,ser humano
Alexander Salazar,ser humano
Juan José Wedel,ser humano
Jorge Quesada,ser humano
Eddier Godínez,ser humano
Manuel Mora Valverde,ser humano
Ignacio Nazareno Trejos Picado,ser humano
Froylán Ledezma Stephens,ser humano
Torres Zúñiga,ser humano
Jervis Drummond,ser humano
Vernor Muñoz Villalobos,ser humano
Alejandro Ramírez Álvarez,ser humano
José Adrián Bonilla,ser humano
Héctor Morera Vega,ser humano
Fabricio Quirós,ser humano
Federico Ramírez Méndez,ser humano
Vilna,asentamiento
espía,profesión
Argentina,país
La Sorbona,universidad
KGB,servicio de seguridad
marino,profesión
"Universidad Estatal de California, Los Ángeles",universidad
arquero,profesión
Orden de la Amistad de los Pueblos,orden
Estado de México,estado
relatoría especial de las Naciones Unidas,cargo
ajedrecista,deportista
Universidad de Texas en Dallas,universidad
Cot,distrito
Alfonso Quesada Ramírez,ser humano
Jorge Solís,ser humano
José Antonio Hütt,ser humano
José Francisco Ulloa,ser humano
José María Pinaud,ser humano
José María de Peralta y La Vega,ser humano
José Rafael Barquero Arce,ser humano
José Rafael Quirós Quirós,ser humano
Juan José Lara Arias,ser humano
Julio Fonseca,ser humano
Alejandro Cardona,ser humano
Róger Flores,ser humano
Ricardo Castro Béeche,ser humano
Rónald Gómez,ser humano
John Jairo Ruiz,ser humano
Luis González,ser humano
Manuel Alvarado e Hidalgo,ser humano
Marco Guillén,ser humano
Marco Salas Morera,ser humano
Marco Salas Arias,ser humano
Marconi Durán Montoya,ser humano
Jaén,municipio
Llano Grande,lugar designado por el censo en los Estados Unidos
Pontificia Universidad Gregoriana,universidad
guitarrista,profesión musical
Premio María Moors Cabot,premio
deportista,profesión
Christiana Figueres,ser humano
Juan Carlos Rojas,ser humano
Isabel Montero de la Cámara,ser humano
Hugo Barrantes Ureña,ser humano
José Rafael ¨Fello¨ Meza Ivancovich,ser humano
Víctor Núñez Rodríguez,ser humano
Alexandre Guimarães,ser humano
Walter Centeno,ser humano
José María Alfaro Zamora,ser humano
Miguel Mora Porras,ser humano
Francisco María Oreamuno Bonilla,ser humano
Bernardo Soto Alfaro,ser humano
Sylvia Poll,ser humano
Elizabeth Odio Benito,ser humano
Giannina Facio,ser humano
Rolando Fonseca,ser humano
Jeaustin Campos,ser humano
Andrey Amador,ser humano
Nery Brenes,ser humano
Rodney Wallace,ser humano
activista por el clima,activista
Swarthmore College,universidad
Organización de las Naciones Unidas,organización
Zarcero,ciudad
Santo Domingo,municipio
Maceió,municipio
Brasil,álbum
juez de la Corte Penal Internacional,cargo
productor de cine,profesión
showgirl,artista escénico
Universidad Panamericana,universidad
velocista,disciplina deportiva
Universidad de Maryland,universidad
Jennifer Sanchez,ser humano
baloncestista,deportista
Erick Corrales,ser humano
Juan Carlos Mendoza García,ser humano
Jorge Hernán Monge,ser humano
Ernesto Fonseca,ser humano
Errol Daniels,ser humano
Esteban Mullins,ser humano
Florentino Alfaro Zamora,ser humano
Eugenio Rodríguez Vega,ser humano
Juan Diego Quesada,ser humano
Saúl Phillips,ser humano
Gonzalo Morales Sáurez,ser humano
Eusebio Figueroa Oreamuno,ser humano
Eusebio Prieto y Ruiz,ser humano
Ezequiel Gutiérrez Iglesias,ser humano
Fausto González,ser humano
Federico Miranda,ser humano
Felipe Francisco Molina y Bedoya,ser humano
Ferdinand Steinvorth,ser humano
Fernando Baudrit Solera,ser humano
Fernando Contreras Castro,ser humano
piloto de motocross,ocupación
Cantón de Guácimo,cantón de Costa Rica
Cantón de San Ramón,cantón de Costa Rica
Liberia Mía,club de fútbol
Real Academia de Bellas Artes de San Fernando,institución académica
Ministro Plenipotenciario de El Salvador en los Estados Unidos de América,ministro plenipotenciario
piragüista,deportista
Giovana Echeverri,ser humano
Iyanla Johnson,ser humano
Nicole Guevara,ser humano
Jeikol Rojas Solis,ser humano
Jose Daniel Martinez Amores,ser humano
Jose Manuel Gonzalez Sanchez,ser humano
Moises Bogantes Vargas,ser humano
Isaac McCarthy Arburola,ser humano
Jhon Dereck Salas Loaiza,ser humano
Johan Obregon,ser humano
Sebastian Avila,ser humano
Maripaz Calvo,ser humano
Alexa Alfaro,ser humano
Marypaz Martinez,ser humano
Paola Giron,ser humano
Ariana Mora,ser humano
Daniella Hernandez,ser humano
Yanique Vivicka Johnson Gomez,ser humano
Fabiana Briceño,ser humano
Mariana Cubero,ser humano
Gerardo Solano,ser humano
Gerardo Trejos Salas,ser humano
Germán Serrano Pinto,ser humano
Gerónima Montealegre,ser humano
Giancarlo Guerrero,ser humano
Juan Esteban Gregorio Martínez de Pinillos,ser humano
Gilda Montenegro,ser humano
Miguel Blanco Quirós,ser humano
Juan Vázquez de Coronado,ser humano
Guillermo Guardia,ser humano
Guillermo León,ser humano
José Santiago de Bonilla y Laya-Bolívar,ser humano
Luis Ferrero Acosta,ser humano
Rodolfo Piza Escalante,ser humano
Hanna Gabriel,ser humano
Juan González Reyes,ser humano
Abelardo Bonilla Baldares,ser humano
Manuel Ruiz,ser humano
Aczarri,ser humano
Adela Herrán,ser humano
director de orquesta,profesión
Bienen School of Music,escuela
director musical,profesión musical
kayakista,deportista
Salamanca,municipio
Orotina,distrito
boxeador,deportista
Gran Cruz de la Orden Civil de Alfonso X el Sabio,grado de una orden
Adela Salazar,ser humano
Adriano Corrales Arias,ser humano
Aida Faingezicht Waisleder,ser humano
Alberto Echandi Montero,ser humano
Alberto Manuel Brenes Mora,ser humano
Alejandra Castro,ser humano
Alejandro Aguilar,ser humano
Alejandro Alvarado Quirós,ser humano
Aleksandr Skliutovski,ser humano
Alexander Robinson,ser humano
Alexánder Obando,ser humano
Alfonso Chacón Rodríguez,ser humano
Alfonso Ulloa Zamora,ser humano
Alfredo Castro Fernández,ser humano
Alfredo Trejos,ser humano
Alonso Anguciana de Gamboa,ser humano
Alonso Correque,ser humano
Alí Víquez Jiménez,ser humano
Amalia Chaverri Fonseca,ser humano
Mayron George,ser humano
Cantón de San Carlos,cantón de Costa Rica
Universidad de Santo Tomás (Costa Rica),universidad
recolector de plantas,ocupación
Premio Joven Creación,distinción
Unión Soviética,estado
pianista,profesión
profesor de música,profesión
San Vicente,municipio
Universidad Nacional de Mar del Plata,universidad
Brihuega,municipio
profesor universitario,profesión académica
Eric Brenes,ser humano
Pooll Anthony Smith Arauz,ser humano
Ian Jamaine Martinez Carrillo,ser humano
Andres Monge Barquero,ser humano
Jeaustin Enrique Solis Ramirez,ser humano
Freddy Antonio Sanchez Corrales,ser humano
Kevin Stevan Hernandez Ledezma,ser humano
Carlos Alfredo Fernandez Vindas,ser humano
Maria Cervantes,ser humano
Karina Araya,ser humano
Valeria Gonzalez,ser humano
Alison Torres,ser humano
Karina Solis,ser humano
Brenda Espinoza,ser humano
Cameron Nicole Simpson Castro,ser humano
Fiorella Mendez Montero,ser humano
Anfernne Jammal Watson Araya,ser humano
Fabian Mora,ser humano
Kervin Letfrod Kirkeness,ser humano
Maria Laura Villalobos Quesada,ser humano
Miguel Obregón Lizano,ser humano
Fernando Zamora Salinas,ser humano
Fernando Ortuño Sobrado,ser humano
Nestor Manrique Oviedo Guzmán,ser humano
José Leitón,ser humano
José María Zamora y Coronado,ser humano
Kendall Grant,ser humano
Keyshell Sánchez,ser humano
Lemark Hernández,ser humano
Luis Francisco Rodríguez,ser humano
Natasha Sibaja,ser humano
Fernando Durán Ayanegui,ser humano
Olger Guzmán,ser humano
Rigoberto Salas,ser humano
Rodolfo Butch Muñoz,ser humano
Román Arrieta,ser humano
Yirlania Arroyo,ser humano
María Barrantes,ser humano
Mariana Benavides,ser humano
Noelia Bermúdez,ser humano
educador,profesión
fotógrafo,profesión
Universidad de Montreal,universidad
"Universidad Nacional, Costa Rica",universidad
Cantón de Liberia,cantón de Costa Rica
Maria Jose Chaves Vasquez,ser humano
Catalina Orozco Delgado,ser humano
Joey Andrey Vasquez Riascos,ser humano
Jose Fransico Cabrera Alfaro,ser humano
Amaurys Ripool,ser humano
Javier Chacon Vargas,ser humano
Priscilla Maria Fernandez Herrera,ser humano
Nicole Muñoz Salinas,ser humano
Camila Rojas Morera,ser humano
Alina Pacheco Nuñez,ser humano
Daniela Carvajal Acuña,ser humano
Maria Fernanda Castillo Rojas,ser humano
Laura Castro,ser humano
Alina Ruiz Cespedes,ser humano
Alma Veronica Barrantes Castillo,ser humano
Keysi Salazar Villalobos,ser humano
Maria Rodriguez Barbosa,ser humano
Veronica Maria Buverrtt Ulate,ser humano
Samuel Stawski Oliva,ser humano
Mauricio Johel Zuñiga Redondo,ser humano
Rodolfo Herrera,ser humano
Rigoberto Rojas,ser humano
Danny Formal,ser humano
Alexander Anchía Vindas,ser humano
Óscar Bejarano,ser humano
Manrique Quesada,ser humano
Enrique Córdoba,ser humano
Carlos Marín Segura,ser humano
Edgar Rodríguez Carranza,ser humano
Eugenia Zamora Chavarría,ser humano
Edgar Zúñiga Jiménez,ser humano
Barry Biesanz Hiltunen,ser humano
Dashiz,ser humano
EON,ser humano
Guillermo Hernández Astorga,ser humano
José Pablo Córdoba,ser humano
José María Agüero,ser humano
Tulio Quirós,ser humano
Víctor Monge,ser humano
Sergio Salazar,ser humano
Guadalupe,ciudad
piloto de automovilismo,profesión
San Joaquín,comuna
jurista,profesión
Nueva Orleans,ciudad
artista,profesión
tornero de la madera,profesión
jugador profesional de videojuegos,deportista
San Juan,municipio
Marco Mena,ser humano
Marlon Camble,ser humano
Marvin Loría,ser humano
José Luis Mora,ser humano
Ronney Mora,ser humano
Jairo Picado,ser humano
Ulises Segura,ser humano
Yuaycell Wright,ser humano
Javier Arce,ser humano
Andrés Sáenz Llorente,ser humano
Miguel Barzuna Sauma,ser humano
Rodolfo Cerdas Cruz,ser humano
Alex Curling Delisser,ser humano
Federico Carrillo Zürcher,ser humano
Patricia Mora,ser humano
Eduardo Mora Valverde,ser humano
Saúl Weisleder Weisleder,ser humano
Vilma Faingezicht,ser humano
Grettel Barboza,ser humano
Maureen Clarke,ser humano
La Palmera,distrito
Cantón de Corredores,cantón de Costa Rica
Península de Osa,península
sociólogo,profesión
economista,profesión
tirador,cinturón
Javier Flores Galarza,ser humano
Corina Rodríguez López,ser humano
Victoria Madrigal,ser humano
Lilia González González,ser humano
Kevin Masis,ser humano
Matilde Carranza,ser humano
Lilly de Jongh Osborne,ser humano
Alberto Martén Chavarría,ser humano
Hugo Cruz Lara,ser humano
Onicka Pinnock Gibbons,ser humano
Carolina Godoy,ser humano
Manuel A. Zumbado,ser humano
Alejandro A. Valerio,ser humano
Bernald Pacheco Chaves,ser humano
Odalisca Breedy,ser humano
Brian Kubicki,ser humano
Stanley Salazar,ser humano
Lorena Flores,ser humano
Arturo Angulo,ser humano
María Teresa Obregón Zamora,ser humano
suffragette,activista político
Universidad del Noroeste,universidad
profesor,educador
académico,rango académico
activista,ocupación
coleccionista de arte,ocupación
Academia de Geografía e Historia de Guatemala,institución académica
intelectual,profesión
lycée Buffon,lycée
árbitro,propiedad de Wikidata relacionada con los eventos deportivos
voleibolista,deportista
entomólogo,profesión
Instituto Nacional de Biodiversidad,instituto de investigación
Universidad del Estado de Ohio,institución educativa
recolector científico,ocupación
zoólogo,profesión
cnidariólogo,profesión
herpetólogo,profesión
nematólogo,profesión
ictiólogo,zoólogo
Andrea Vargas,ser humano
Emilia Navas Aparicio,ser humano
Clotilde Fonseca Quesada,ser humano
Keysher Fuller,ser humano
Ana Teresa Dengo,ser humano
Marvin Rodríguez Cordero,ser humano
Claudia Dobles Camargo,ser humano
Daniel Chacón,ser humano
William Quirós,ser humano
Flavio Fonseca,ser humano
Yecsy Jarquín Ramos,ser humano
Josué Abarca,ser humano
José Rodolfo Alfaro,ser humano
Reimond Salas,ser humano
Rolando González,ser humano
Dragos Dolanescu Valenciano,ser humano
Alexis Gamboa,ser humano
Yadira Calvo Fajardo,ser humano
Carolina Hidalgo Herrera,ser humano
Marcia González Aguiluz,ser humano
Santiago,municipio
arquitecto,profesión
Cantón de Pococí,cantón de Costa Rica
Bucarest,ciudad
Universidad de Bucarest,universidad
Guápiles,distrito
Tucurrique,distrito
Universidad de Sevilla,universidad
ministro de Justicia,página de desambiguación de Wikimedia
Aníbal Varela,ser humano
Jose Pablo Gil,ser humano
Sol Carballo,ser humano
Inés Trejos,ser humano
Marco Vinicio Aragonés,ser humano
Rashir Parkins,ser humano
Olga Marta Sauma,ser humano
Édgar Delgado,ser humano
Jorge Calvo (peleador),ser humano
Samantha Black,ser humano
Nahara Ayala Sanchez,ser humano
Sergio Morales Araya,ser humano
Alejandro Granados,ser humano
Luis Daniel Oses,ser humano
Giovanni Alfaro,ser humano
Oliver Skinner,ser humano
Haydee Gómez Cascante,ser humano
Patricia Howell,ser humano
Elia Arce,ser humano
Alejandra Solano,ser humano
tenista en silla de ruedas,tenista
coreógrafo,Wikidata property to identify contributors to audiovisual works
bailarín,profesión
luchador de artes marciales mixtas,profesión
luchador profesional,deportista
Consejo Mundial de Lucha Libre,organización
Universidad Autónoma de Baja California,universidad
micólogo,botánico
Guatemala,país
San Cristóbal,ciudad
diseñador,propiedad de Wikidata para elementos sobre obras
enfermero,profesión
Universidad de Siracusa,institución educativa
Ministerio de Salud de Costa Rica,ministerio de Salud
cineasta,artista
artista de performance,profesión
Escuela Libre de Derecho,facultad de derecho
Mahmood Sasa,ser humano
Anthony Vargas,ser humano
