entidad,tipo_entidad
Máximo Gómez,ser humano
Almansa,municipio
Santa Cruz de Barahona,ciudad
Guante de Oro,premio
Universidad de la Florida,universidad
cantautor,profesión musical
Baní,municipio
Villa Mella,asentamiento
Premio Grandes Inmigrantes,distinción
futbolista,deportista
Costa Rica,país
Mao,página de desambiguación de Wikimedia
Estocolmo,serie de televisión
geógrafo,profesión
Suecia,país
Universidad de Lund,universidad
Museo Nacional de Historia Natural de Suecia,museo
tenista,deportista
Reino Unido,país
Universidad de Miami,universidad
Zúrich,ciudad
Suiza,país
Brooklyn,distrito
Estados Unidos,país
Escuela Secundaria Cristóbal Colón,escuela secundaria
Fox Sports,negocio
Massiel Taveras,ser humano
Alex Ferreira,ser humano
Amado García Guerrero,ser humano
Franklin Núñez,ser humano
Anderson Hernández,ser humano
Andy Andy,ser humano
Antonio Bastardo,ser humano
Argenis Reyes,ser humano
Armando Gabino,ser humano
Arodys Vizcaíno,ser humano
Atahualpa Severino,ser humano
Aurora Arias,ser humano
Cristian Guerrero,ser humano
Julio Valdez,ser humano
Mickey Taveras,ser humano
Euclides Morillo,ser humano
Carmelo Castillo,ser humano
Ramón Tatis,ser humano
Emiliano Tejera,ser humano
Bienvenido Brens,ser humano
Universidad APEC,universidad
compositor,músico
La Romana,ciudad
soldado,soldado
"Orden al Mérito de Duarte, Sánchez y Mella",orden
Nagua,municipio
músico,profesión
Hato Mayor,provincia
Cotuí,ciudad
astrólogo,profesión
Moca,ciudad
revolucionario,activista político
San Francisco de Macorís,ciudad
Guayubín,municipio
Duarte,página de desambiguación de Wikimedia
Julia Álvarez,ser humano
Víctor Marte,ser humano
Luis Encarnación,ser humano
Mel Rojas,ser humano
Jesús Colomé,ser humano
Manuel de Jesús Troncoso,ser humano
Francisco Gregorio Billini,ser humano
Donald Reid Cabral,ser humano
Horacio Vásquez,ser humano
José Rafael Molina Ureña,ser humano
Fernando Arturo de Meriño,ser humano
Juan Bosch,ser humano
David Ortiz,ser humano
Sammy Sosa,ser humano
Milly Quezada,ser humano
Elías Wessin y Wessin,ser humano
Charlie Villanueva,ser humano
Xue Wu,ser humano
Sonia Pierre Haitiana,ser humano
Félix José,ser humano
Nueva York,página de desambiguación de Wikimedia
Middlebury College,universidad
En el tiempo de las mariposas,telefilme
Bajos de Haina,ciudad
militar,profesión
Provincia Santo Domingo,provincia
La Vega,ciudad
Salón de la Fama del Béisbol,museo
Most Valuable Player,deportista
Anexo:Premio Grammy latino al mejor álbum tropical contemporáneo,premio
Monte Plata,municipio
Instituto del Hemisferio Occidental para la Cooperación en Seguridad,escuela
Pekín,capital nacional
tenista de mesa,deportista
Villa Altagracia,municipio
activista por los derechos humanos,activista
Premio Robert F. Kennedy,distinción
Michel Camilo,ser humano
Arístides Incháustegui,ser humano
Ulises Heureaux,ser humano
Juan Francisco,ser humano
Francisco Cordero,ser humano
Waldis Joaquín,ser humano
José Guillermo Cortines,ser humano
Jaime Espinal,ser humano
Erick Almonte,ser humano
Francisco Liriano,ser humano
Augusto Sánchez Beriguete,ser humano
Ubaldo Jiménez,ser humano
Francisco Alberto Caamaño,ser humano
Aída Bonnelly de Díaz,ser humano
Bienvenido Bustamante López,ser humano
Bienvenido Troncoso,ser humano
Héctor Carrasco,ser humano
Billo Frómeta,ser humano
Héctor García Godoy,ser humano
Escuela Juilliard,institución educativa
Berklee College of Music,universidad
Bonao,municipio
Manoguayabo,asentamiento
luchador,ocupación
Barahona,página de desambiguación de Wikimedia
San Juan,municipio
profesor de música,profesión
Venezuela,país
abogado,profesión
Julio Franco,ser humano
Rudy Pemberton,ser humano
Wilson Valdez,ser humano
Aquilino López,ser humano
José Núñez,ser humano
Tilson Brito,ser humano
Denny Bautista,ser humano
Félix Rodríguez,ser humano
Mendy López,ser humano
Radhamés Liz,ser humano
José Cabrera,ser humano
José Lima,ser humano
Cristhian Martínez,ser humano
Kinito Méndez,ser humano
Fernando Villalona,ser humano
Víctor Mata,ser humano
Sharlene,ser humano
Rafael Colón,ser humano
Hilma Contreras,ser humano
Nizao,municipio
Jarabacoa,municipio
Sánchez,página de desambiguación de Wikimedia
Pimentel (República Dominicana),ciudad
El Seibo,provincia
Provincia de Santiago (República Dominicana),provincia
Provincia de Azua,provincia
Provincia de Monte Cristi,provincia
Salvador Jorge Blanco,ser humano
Junot Díaz,ser humano
Dámaso Marte,ser humano
Yuderqui Contreras,ser humano
Johnny Abbes,ser humano
Alex Bueno,ser humano
Juan Marichal,ser humano
Buenaventura Báez,ser humano
Fernando Rodney,ser humano
Manny Albam,ser humano
Tony Fernández,ser humano
Gilberto Santa Rosa,ser humano
Rafael Soriano,ser humano
Michelle Vargas,ser humano
Winston Méndez Montero,ser humano
Ulises Espaillat,ser humano
Manny Ramírez,ser humano
Efraín Valdez,ser humano
Juan Guzmán,ser humano
Francisco Cruceta,ser humano
académico,rango académico
Universidad Cornell,universidad
Instituto Tecnológico de Massachusetts,universidad
halterófilo,deportista
guitarrista,profesión musical
Cabral,página de desambiguación de Wikimedia
Samaná,página de desambiguación de Wikimedia
compositor de bandas sonoras,profesión musical
Santurce,página de desambiguación de Wikimedia
director de orquesta,profesión
premio Grammy al mejor álbum latino tropical,categoría de un premio
San José de Los Llanos (República Dominicana),municipio
boxeador,deportista
Pedro Hernández,ser humano
Alex Taveras,ser humano
Bartolo Colón,ser humano
Guillo Pérez,ser humano
Juan Mateo,ser humano
Óscar Mejía,ser humano
Francisco Henríquez y Carvajal,ser humano
Samuel Gálvez,ser humano
Enerio Rodriguez Arias,ser humano
Juan Mendez,ser humano
Jeff Greer,ser humano
Leyson Séptimo,ser humano
José Martínez,ser humano
Carlos Mármol,ser humano
Carlos Peguero,ser humano
Carlos Pérez,ser humano
Carlos Rosa,ser humano
Carlos Cruz,ser humano
Carlos Triunfel,ser humano
Carlos Villanueva,ser humano
Preparatoria Javeriana,escuela secundaria superior
Altamira,página de desambiguación de Wikimedia
pintor,profesión
Sorbonne Universidad de París,universidad
psicólogo,profesión
Montreal,ciudad
Canadá,parada de autobús
Universidad de Niágara,universidad
Manhattan,ciudad
Universidad Rutgers en New Brunswick,institución educativa
Hondo Valle,municipio
San Gregorio de Nigua,municipio
Hilde Domin,ser humano
Colonia,ciudad
Alemania,país
Universidad de Bonn,universidad
Academia Alemana de Lengua y Literatura,sociedad erudita
Starlin Castro,ser humano
Gabriel del Orbe,ser humano
Jacinto Bienvenido Peynado,ser humano
Gerónimo Pellerano,ser humano
Urban Meyer,ser humano
Gladys Pérez,ser humano
Héctor Incháustegui Cabral,ser humano
Gregorio Nicanor Peña Rodríguez,ser humano
Guarionex Aquino,página de desambiguación de Wikimedia
Mary Siragusa,ser humano
George Bell,ser humano
Roque Antonio Adames Rodríguez,ser humano
Henry Méndez,ser humano
Rafael German Merán,ser humano
Felipe López,ser humano
Humberto Bogaert,ser humano
Juan Lockward,ser humano
Frank Reyes,ser humano
Jacinto Gimbernard,ser humano
Lope Balaguer,ser humano
"Escuela superior de música y teatro ""Felix Mendelssohn""",universidad
Toledo,ciudad
entrenador,profesión
Florida Gators,club deportivo universitario
Seminario Pontificio Santo Tomás de Aquino,institución académica
obispo de Puerto Plata,cargo eclesiástico
pianista,profesión
obispo de Santiago de los Caballeros,cargo eclesiástico
Universidad de San Juan,universidad
Tenares,municipio
Luis Días,ser humano
Ismael Sánchez,ser humano
Ivonne Haza,ser humano
J.R. Writer,ser humano
Winifer Fernández,ser humano
Jesús María de Jesús Moya,ser humano
Margarita Luna García,ser humano
Johnny Ventura,ser humano
Jorge Pérez,ser humano
Joseíto Mateo,ser humano
José Alberto el Canario,ser humano
José Dolores Cerón,ser humano
José Dolores Grullón Estrella,ser humano
José María Hernández Espaillat,ser humano
José de Jesús Ravelo,ser humano
Juan Antonio Flores Santana,ser humano
Juan Bautista Vicini Burgos,ser humano
Juan Fernández de Alarcón,ser humano
Juan Francísco García,ser humano
Juan Félix Pepén y Solimán,ser humano
Harlem,barrio
Hermanas Mirabal,provincia
International Latin Music Hall of Fame,distinción
Premio Grammy Latino a la Excelencia Musical,premio
Villa Consuelo,asentamiento
Típica 73,grupo musical
Obispo de San Juan de la Maguana,cargo eclesiástico
Tamboril,municipio
presidente,propiedad de Wikidata para elementos sobre organizaciones
emprendedor,profesión
Enrique de Marchena,ser humano
José Bautista,ser humano
Porfirio Rubirosa,ser humano
Gustavo Cisneros,ser humano
Alfonso Soriano,ser humano
Javier Fortuna,ser humano
Diego «el Cigala»,ser humano
Vicente Grisolía,ser humano
Diómedes Espinal de León,ser humano
Flérida de Nolasco,ser humano
Maridalia Hernández,ser humano
Eddy Herrera,ser humano
Rafael Sánchez Cestero,ser humano
José Bono,ser humano
Johnny Pacheco,ser humano
Francisco José Arnáiz,ser humano
Elenita Santos,ser humano
Elila Mena,ser humano
Emilio de los Santos,ser humano
Enrique Mejía Arredondo,ser humano
diplomático,profesión
Cruz federal de la República de Alemania al mérito,grado de una orden
Pontificia Universidad Católica Madre y Maestra,universidad
Caracas,ciudad
Babson College,institución educativa privada sin fines de lucro
Orden de Andrés Bello,orden
Madrid,ciudad
Anexo:Premios Ondas 2003,ceremonia de premiación
especialista en literatura,profesión
Conservatorio Nacional de Música,página de desambiguación de Wikimedia
Juan Luis Guerra 4.40,grupo musical
Premio Grammy Latino al Mejor Album Merengue/Bachata,premio
Salobre,municipio
Instituto Católico de Administración y Dirección de Empresas,entidad desaparecida
Universidad Complutense de Madrid,placa conmemorativa
Bilbao,municipio
obispo católico,cargo eclesiástico
Universidad de La Habana,universidad
obispo auxiliar,cargo eclesiástico
Panadero,Pitufo
Héctor Luna,ser humano
Manny Pérez,ser humano
Víctor Cruz,ser humano
Román Peña,ser humano
Salvador Sturla,ser humano
Sergio Vargas,ser humano
Soledad Álvarez,ser humano
Sonia Silvestre,ser humano
Stalin Quiterio,ser humano
Rafael Furcal,ser humano
Pedro Bartolomé Benoit,ser humano
Carlos Santana,ser humano
Arismendy Peguero,ser humano
Susano Polanco,ser humano
María García,ser humano
Francisco del Rosario Sánchez,ser humano
Arlenis Sosa,ser humano
José Espinal,ser humano
Prisilla Rivera,ser humano
guionista,profesión
Universidad Marymount Manhattan,universidad
Miembro De La Cámara De Diputados De La República Dominicana,parlamentario
Loma de Cabrera,municipio
yudoca,deportista
Rafael Bonnelly,ser humano
Ramón Cáceres,ser humano
Wenceslao Figuereo,ser humano
José Desiderio Valverde,ser humano
Carlos Morales Languasco,ser humano
Manuel de Regla Mota,ser humano
Alejandro Woss y Gil,ser humano
Juan Isidro Jimenes,ser humano
Cesáreo Guillermo,ser humano
Eladio Victoria,ser humano
Rafael Estrella Ureña,ser humano
Ignacio María González,ser humano
Gregorio Luperón,ser humano
Wilson Delgado,ser humano
Jesús Sánchez,ser humano
Jonathan Faña,ser humano
Angelo Encarnación,ser humano
Ivan Almonte,ser humano
Carlos Álvarez,ser humano
Alberto Lois,ser humano
embajador,cargo
Villa Duarte,asentamiento
Universidad Internacional de Florida,universidad
Anthony Rios,ser humano
Héctor Trujillo,ser humano
Jimmy Paredes,ser humano
Quilvio Veras,ser humano
Lucía Ramírez,ser humano
Pedro Julio Nolasco,ser humano
Robinson Canó,ser humano
José Morbán,ser humano
Julián Javier,ser humano
Norberto Martín,ser humano
Luis Alberti,ser humano
Antonio Alfonseca,ser humano
Antonio Guzmán,ser humano
Antonio Imbert Barrera,ser humano
Antonio Mesa,ser humano
Antonio Morel,ser humano
Luis Polonia,ser humano
Juan Pérez,ser humano
José Manuel Calderón,ser humano
Félix Díaz,ser humano
"Gran Cruz, clase especial, del Mérito de La República Federal de Alemania",grado de una orden
actor pornográfico,trabajador sexual
empresario,ocupación
Villa Riva,municipio
Esteban Peña Morell,ser humano
Gran Cruz de la Orden de Isabel la Católica,grado de una orden
Josefina Baez,ser humano
Andrés Santana,ser humano
Gilda Jovine,ser humano
Jorge Vásquez,ser humano
Joaquín Benoit,ser humano
Víctor Víctor,ser humano
Wilfrido Vargas,ser humano
Andújar Cedeño,ser humano
Elvio Jiménez,ser humano
Luis Flores,ser humano
Juan Francisco Ordóñez,ser humano
Garth Joseph,ser humano
Bullumba Landestoy,ser humano
Carlos Piantini,ser humano
Esteban Germán,ser humano
Alexi Ogando,ser humano
Cristian Guzmán,ser humano
Pedro Strop,ser humano
Edwar Ramírez,ser humano
Wily Mo Peña,ser humano
actor de teatro,ocupación
participante en concursos de belleza,concurseante
Anexo:Premios Ondas 1993,ceremonia de premiación
Escuela Secundaria Norman Thomas,escuela secundaria superior
Roseau,ciudad
Dominica,país
El Cercado,municipio
Laguna Salada,municipio
Melky Mesa,ser humano
Adrián Beltré,ser humano
Porfirio López,ser humano
Bethania de la Cruz,ser humano
José Ortiz,ser humano
Hanley Ramírez,ser humano
Ninón de Brouwer Lapeiretta,ser humano
Melita Heredia,ser humano
Erick Aybar,ser humano
Wandy Rodríguez,ser humano
Eduardo Núñez,ser humano
Michael Pineda,ser humano
Ramón Ramírez,ser humano
Raúl Mondesí,ser humano
Pedro Henríquez Ureña,ser humano
Deivy Capellan Almonte,ser humano
Vladimir Guerrero,ser humano
Neftalí Féliz,ser humano
Iván Nova,ser humano
beisbolista profesional,deportista
San José,ciudad
Jugador Más Valioso,premio
Santiago Rodríguez,provincia
Yaguate,municipio
Don Gregorio,asentamiento
Silver Slugger Award,distinción
Raulín Rodríguez,ser humano
Nelson Javier,ser humano
El Cata,ser humano
Nicolás Casimiro,ser humano
Eulis Báez,ser humano
Ada de la Cruz,ser humano
Norlandy Tavera,ser humano
Wellington Arias,ser humano
William Encarnación,ser humano
Junior Castillo,ser humano
Papi Sánchez,ser humano
Pipí Franco,ser humano
Porfirio Herrera Báez,ser humano
Príamo Pericles Tejeda Rosario,ser humano
Gabriel Mercedes,ser humano
Rafael Villanueva,ser humano
Ramón Báez,ser humano
Ramón Díaz Freeman,ser humano
Ramón Mateo,ser humano
Octavio Antonio Beras Rojas,ser humano
badmintonista,deportista
compositor de canciones,profesión musical
discjockey,músico
funcionario,empleado público
taekwondista,deportista
Real Conservatorio de Música,conservatorio
médico,profesión
ajedrecista,deportista
cardenal,clérigo católico
Wilber Burgos,ser humano
Juan Batista,ser humano
Esmailin Caridad,ser humano
Ramón Troncoso,ser humano
Juan Samuel,ser humano
Eddy Rodríguez,ser humano
Edinson Vólquez,ser humano
Edwar Cabrera,ser humano
Julio Lugo,ser humano
Fernando Abad,ser humano
Elián Herrera,ser humano
Joaquín Arias,ser humano
Elvin Ramírez,ser humano
Elvis Contreras,ser humano
Pedro Ciriaco,ser humano
Enerio Del Rosario,ser humano
Ervin Santana,ser humano
Esmerling Vásquez,ser humano
Esmil Rogers,ser humano
Eugenio Vélez,ser humano
Eury Pérez,ser humano
Ronny Paulino,ser humano
San José de Ocoa,provincia
entrenador de béisbol,profesión
gerente,profesión
Connors State College,institución educativa pública de los Estados Unidos
Tamayo,página de desambiguación de Wikimedia
Tomás de la Rosa,ser humano
Luis Pérez,ser humano
Juan Nicasio,ser humano
Héctor Noesí,ser humano
Humberto Sánchez,ser humano
Fautino De Los Santos,ser humano
Felipe Alou,ser humano
Joel Carreño,ser humano
Felton Messina,ser humano
Wilin Rosario,ser humano
Viketowers Herrera,ser humano
Héctor Alexis Gómez,ser humano
Fernando Martínez (beisbolista),ser humano
Fernando Tatis,ser humano
Jordany Valdespin,ser humano
Sidarka Núñez,ser humano
Moisés Sierra,ser humano
Manny Machado,ser humano
Cindy Rondón,ser humano
Francisco Antonio Salcedo,ser humano
Esperanza,municipio
mánager de béisbol,profesión
ingeniero,profesión
Universidad de Puerto Rico,universidad
Río San Juan,página de desambiguación de Wikimedia
Miami,ciudad
Francisco Peguero,ser humano
Rafael Alburquerque,ser humano
Freddy Dolsi,ser humano
Freddy Guzmán,ser humano
Georges Jeanty,ser humano
Gina Mambrú,ser humano
Pablo Ozuna,ser humano
Rafael Pérez,ser humano
Santiago Casilla,ser humano
Miguel Olivo,ser humano
Pascual Pérez,ser humano
Ju Lin,ser humano
Pedro Féliz,ser humano
Juan Salas,ser humano
José Rijo,ser humano
Luis Vizcaíno,ser humano
Johnny Cueto,ser humano
Miguel Batista,ser humano
José Valverde,ser humano
Greg Aquino,ser humano
Vicepresidente de la República Dominicana,cargo público
dibujante de historieta,profesión
Villa Vásquez,municipio
Fujian,provincia
poeta,escritor
Guillermo Mota,ser humano
Jordan Norberto,ser humano
Henry Rodríguez,ser humano
Matty Alou,ser humano
Henry Villar,ser humano
Ramón Ortiz,ser humano
Iván Tovar,ser humano
Jairo Asencio,ser humano
Jean-Pierre Torrell,ser humano
Jean Segura,ser humano
Jenrry Mejía,ser humano
Plácido Polanco,ser humano
Jeurys Familia,ser humano
Jhonny Núñez,ser humano
José Ceda,ser humano
José Constanza,ser humano
José Mesa,ser humano
José Cáceres,ser humano
José Offerman,ser humano
José Vargas,ser humano
Sabana Grande de Palenque,municipio
Villenaved'Ornon,comuna
sacerdote,clérigo
Francia,país
Universidad de Montreal,universidad
Provincia de San Juan,página de desambiguación de Wikimedia
Tábara Arriba,municipio
San José de las Matas,municipio
Pueblo Viejo,página de desambiguación de Wikimedia
Universidad Estatal de Luisiana,universidad
José Valdez,ser humano
Juan Abreu (beisbolista),ser humano
Juan Bell,ser humano
Juan Díaz,ser humano
Juan Lara,ser humano
Juan Temístocles Montás,ser humano
Karla Echenique,ser humano
Lavonne Idlette,ser humano
Lendy Castillo,ser humano
Luis Santana,ser humano
Maikel Cleto,ser humano
Manny Mota,ser humano
Marcos Mateo,ser humano
Julián Tavárez,ser humano
Mariano Duncan,ser humano
Mauro Alexis Gómez,ser humano
Michael Martínez,ser humano
Yeison Asencio,ser humano
Carlos Amarante Baret,ser humano
vallista,atleta
Las Matas de Santa Cruz,municipio
Bandera Nacional de la República Dominicana,bandera nacional
Edward Santana,ser humano
Francisco Peña,ser humano
Joëlle Schad,ser humano
José Alfredo Dominguez,ser humano
Danny Salazar,ser humano
Luis Amado García,ser humano
Eury De La Rosa,ser humano
Jonathan Villar,ser humano
Yaritza Reyes,ser humano
Adrian Abreu,ser humano
Rolando Gómez,ser humano
Tjoe de Paula,ser humano
Claudio Encarnacion Montero,ser humano
Leandro Castro,ser humano
Francesca Segarelli,ser humano
Raoul Rizik,ser humano
Abraham Almonte,ser humano
Fausto Mata,ser humano
Arquímedes Euclides Caminero Ordóñez,ser humano
medalla de plata,distinción
Santo Domingo Norte,municipio
periodista,profesión
Boca Chica,municipio
Reino de los Países Bajos,país
rapero,músico
Roma,película
Universidad Estatal de Florida,universidad
actor de televisión,actor
José María Serra de Castro,ser humano
Fernando Ureña Rib,ser humano
Juan de los Santos,ser humano
José Agustín Silvestre de los Santos,ser humano
José Miguel Alcantara Almanzar,ser humano
Pedro Franco Badía,ser humano
Arismendy Alcántara,ser humano
Julio Yarn,ser humano
José Santana,ser humano
Dulce Piña,ser humano
Wason Brazobán,ser humano
Black Point,península
Guillermo Cabrera,ser humano
Julio Dujarric,ser humano
Joel Mejia,ser humano
Francisco Lorenzo,ser humano
Joan Soriano,ser humano
Amaury Martínez,ser humano
Ozell Wells,ser humano
Frank Báez,ser humano
Universidad de Salamanca,universidad
alcalde,cargo público
Premio Nacional de Literatura de la República Dominicana,premio
productor discográfico,profesión musical
nadador,deportista
tirador,cinturón
Detroit,ciudad
Universidad de Míchigan,universidad
Gabriel García,ser humano
Ramón García,ser humano
Carolina González,ser humano
María González,ser humano
José Manuel Muñoz,ser humano
Manuel Núñez,página de desambiguación de Wikimedia
Luis Benítez,ser humano
José Ernesto Chapuseaux,ser humano
Luis Frías Sandoval,ser humano
Osvaldo Cepeda y Cepeda,ser humano
Luiyi Lugo,ser humano
Luis Montero,ser humano
Deibinson Romero,ser humano
Diógenes Céspedes,ser humano
Vinicio Castillo Semán,ser humano
Dinardo Rodríguez,ser humano
Mario Nelson Galán Durán,ser humano
Gilberto Serulle,ser humano
Hilda Coriz,ser humano
Marisela Peralta,ser humano
artista,profesión
Bélgica Adela Mirabal Reyes,ser humano
Marianela Pinales,ser humano
Denise Romero,ser humano
Rudolf González,ser humano
Edarlyn Reyes,ser humano
Winder Mendoza,ser humano
Josh García,ser humano
Dorny Romero,ser humano
José Defran,ser humano
Onésimo Rufino,ser humano
Aletxa Mueses,ser humano
Sofinel Báez,ser humano
Manny Correa,ser humano
Juan Familia Castillo,ser humano
Mary Pérez de Marranzini,ser humano
Francia Josefina Miniño,ser humano
Yvelisse Prats Ramírez,ser humano
Manuela Díez Jiménez,ser humano
Aniana Vargas,ser humano
Tanya Valette,ser humano
activista,ocupación
Distrito Nacional,división administrativa
Hennef,ciudad
Parroquia Altagracia,parroquia civil de Venezuela
Massachusetts,estado
Ámsterdam,ciudad
filántropo,benefactor
bailarín de ballet,profesión
La Trinitaria,sociedad secreta
director de cine,profesión
Audris Joel Pérez,ser humano
Tania Medina,ser humano
María Alejandra Guzmán,ser humano
Jonathan Rosario,ser humano
Mónica Núñez,ser humano
Iris Santos,ser humano
Chino Sing,ser humano
Claudio Marrero,ser humano
Rafely Rosario,ser humano
Johenny Valdez,ser humano
Santo Manzanillo,ser humano
Akari Endo,ser humano
Pedro Antonio Núñez,ser humano
Rafael Flores,ser humano
Gregory Polanco,ser humano
Cris Urena,ser humano
Maikel Franco,ser humano
Luis Natera,ser humano
Cecilia García,asentamiento
Petronila Gau,ser humano
cirujano,profesión
presentador de televisión,presentador
personalidad de radio,profesión
Jordan Bismarck Pichardo Jimenez,ser humano
Leonardo Winterdal,ser humano
Juan Guerrero,ser humano
Yasson Samuel Nunez Batista,ser humano
John Michael Vargas Baez,ser humano
Samuel Jose Hurtado,ser humano
Ricardo Rothensteiner Martinez,ser humano
Alfred Rothensteiner Martinez,ser humano
Anfernee Polanco,ser humano
Ismael Luis Valdez,ser humano
Ismael Waldron,ser humano
Erick Franklin Valdez Duran,ser humano
Luis Manuel Herrera,ser humano
Lisandro Jose Berroa Paris,ser humano
Angel Manuel Perdomo Valdez,ser humano
Adonis De Jesus Nunez Garcia,ser humano
Rafael Castillo,ser humano
Gisell Argelis Peguero,ser humano
Maria Marte,ser humano
Yaneiry Holguin Ramirez,ser humano
Margarita Cordero,ser humano
Hilda Gautreaux,ser humano
Belkiss Adrover Feliz de Cibrán,ser humano
Janet Altagracia Camilo Hernández,ser humano
Circe Almánzar Melgen,ser humano
Germana Quintana,ser humano
Gloria Roely Reyes Gómez,ser humano
Livia Veloz,ser humano
Alba María Reyes Vizcaíno,ser humano
Hilda Caridad Cámpora Bello,ser humano
Josefina Padilla,ser humano
Ana Valverde,ser humano
Sergia Galván,ser humano
Maffio,ser humano
José Armando Castillo,ser humano
Ana Rosa García,ser humano
Maria Tapia,ser humano
Teresa Tapia,ser humano
Bryan Brack,ser humano
Eustacia Cortorreal,ser humano
Premio Nacional de Periodismo,página de desambiguación de Wikimedia
escultor,profesión artística
Villa González,municipio
politólogo,profesión
concejal,cargo
Ashley Virginia Rojas Pena,ser humano
Nelsy Maria Sentil Almonte,ser humano
Linda Yafreisy Brea De Peña,ser humano
Lisbeth Alejandra Mendoza Montas,ser humano
Chelsy Santana,ser humano
Chadelyn Espinal,ser humano
Angela Maria Asencio,ser humano
Yadiri Maria Mota Diaz,ser humano
Lismier Rodriguez Caraballo,ser humano
Willy Ramon Batista,ser humano
Victor Manuel Pena Ferriol,ser humano
Elvin Valera Evangelista,ser humano
Daniel Salvador Vitiello Alba,ser humano
Oliver Jose Francisco Garcia,ser humano
Stefani Mateo Mejia,ser humano
Perla Lucia Herrera Carcaño,ser humano
Nayely Adelaida Morillo Feliz,ser humano
Karla Caraballo Senice,ser humano
Flor Jones,ser humano
Risel Altagracia Rodriguez Disla,ser humano
Mía Taveras,ser humano
Mélido Pérez,ser humano
Urpirio Onneliber Moreno Calvajal,ser humano
George Soriano,ser humano
José Delio Ares García,ser humano
Enmanuel Valdez,ser humano
Yasser Michelén,ser humano
Monina Solá,ser humano
Oliver Schmidhauser,ser humano
Cuquito Peña,ser humano
Michael Sambataro,ser humano
Thomas Jungbauer,ser humano
Enrique Bösl,ser humano
Junior Caminero,ser humano
Jonatan Clase,ser humano
Ángel Martínez,ser humano
Basilio Belliard,ser humano
Bryan More,ser humano
Julio Pou,ser humano
José Joaquín Bidó Medina,ser humano
director,Wikidata property to identify contributors to audiovisual works
editor de cine,propiedad de Wikidata para elementos sobre películas
actor de cine,profesión
San Galo,cantón de Suiza
Argentina,país
Austria,país
Kösching,municipio
crítico literario,profesión
Ciudad de Panamá,ciudad
Panamá,municipio
fotógrafo,profesión
Partido de la Liberación Dominicana,partido político
Rosa Alexandra Ysabel Mejia,ser humano
Wilvis Yomar Cordero Thomas,ser humano
Luis Arturo Duluc Trinidad,ser humano
Jose Acosta Hernandez,ser humano
Anyelo David De la Rosa,ser humano
Bemil Antonio Faulkner Fernandez,ser humano
Deivy Miguel Martinez Rodriguez,ser humano
Regil Antonio Herasme Martinez,ser humano
Ted Jimenez Guillen,ser humano
Santiago Emmanuel Hurtado Parra,ser humano
Eddy Rafael Guisarri Peralta,ser humano
Sandro Encarnacion Ibert,ser humano
Evelyn Gómez Domínguez,ser humano
Angelina Jimenez Perez,ser humano
Luis Manuel Martínez,ser humano
Francisco Alberto Ozuna Lorenzo,ser humano
Nicole Rivera Guerrero,ser humano
Carlos Ernesto Taveras Camilo,ser humano
Francisco Leonardo Concepción Mendoza,ser humano
Luis Manuel Guerrero Fernández,ser humano
Rosa Smester,ser humano
Xavier Carreras,ser humano
Antonio Lockward Artiles,ser humano
Ana Mercedes Robles Goris,ser humano
José Morillo,ser humano
Ramón Torres,ser humano
Elena Cordones,ser humano
Benji Núñez,ser humano
