entidad,tipo_entidad
Marcos Riveros,ser humano
Mario César Ramírez,ser humano
Mario RuizDíaz,ser humano
Mauro Andrés Caballero,ser humano
Miguel Cáceres,ser humano
Miguel Medina,ser humano
Miguel Ortega,ser humano
Miguel Ángel Martínez Ovelar,ser humano
Milner Ayala,ser humano
Nelson Romero,ser humano
Nery Antonio Cardozo,ser humano
Néstor Isasi,ser humano
Omar Espineda,ser humano
Oreste Sallustro,ser humano
Oscar Basualdo,ser humano
Pablo Benítez,ser humano
Pedro Fernández Cantero,ser humano
Pedro Franco,ser humano
Pedro Richard Irala,ser humano
Ramón Carosini,ser humano
Itajubá,municipio
entrenador de fútbol sala,entrenador
Ramón Mayeregger,ser humano
Raúl Cáceres,ser humano
Ricardo Mazacotte,ser humano
Richard Salinas,ser humano
Robin Ramírez,ser humano
Rolando García Guerreño,ser humano
Rubén Maldonado,ser humano
Salvador Villalba,ser humano
Saturnino Arrúa Molinas,ser humano
Sergio Vergara,ser humano
Sharlene Wells Hawkes,ser humano
Silvio Garay,ser humano
Silvio Torales,ser humano
Silvio Suárez,ser humano
Tomás Bobadilla,ser humano
Tomás Bartomeus,ser humano
Vidal Sanabria,ser humano
Virginio Cáceres,ser humano
Víctor Ayala,ser humano
Víctor López,ser humano
Formosa,ciudad
comentarista deportivo,profesión
Estados Unidos,asentamiento
Universidad de Utah,institución educativa
Cambyretá,municipio
Óscar Ayala,página de desambiguación de Wikimedia
Óscar Omar Ayala,ser humano
Juan Belaieff,ser humano
Derlis Villagra,ser humano
Arnaldo André,ser humano
Stephan Vysokolan,ser humano
Juan Carlos Da Costa,ser humano
Vicente Ignacio Iturbe,ser humano
Rogerio Leichtweis,ser humano
Pedro Velázquez,ser humano
Jorge Luis Rojas,ser humano
Diego Miranda,ser humano
Julio César Martínez,ser humano
Vicente Paciello,ser humano
Édgar Baumann,ser humano
Félix Pérez Cardozo,página de desambiguación de Wikimedia
Alicio Solalinde,ser humano
Enrique Cáceres Villafante,ser humano
Diego Brizuela,ser humano
Luis Prieto,ser humano
San Petersburgo,ciudad
Escuela de Artillería Mijailovski,escuela militar
Caballero de cuarta clase de la Orden de San Jorge del Imperio ruso,grado de una orden
tipógrafo,profesión
San Bernardino,página de desambiguación de Wikimedia
Premio Martín Fierro,premio
oficial militar,profesión militar
Universidad Carolina de Praga,universidad
Santa Rita,municipio
Zeballos Cué,barrio
Félix Pérez Cardozo (Paraguay),municipio
Villeta,municipio
Departamento de Canindeyú,departamento
Luis Ignacio Fernández,ser humano
Adolfo Fatecha,ser humano
Adolfo Lazzarini,ser humano
Adolfo Vaccaro,ser humano
Adriano Irala,ser humano
Adriano Samaniego,ser humano
José Eliseo Fleitas,ser humano
Alberto Zapata,ser humano
Aldo Jara,ser humano
Aldo Paniagua,ser humano
Alejandro Guanes,ser humano
Alexis González,ser humano
Alfredo Bogarín,ser humano
Alfredo Coto,ser humano
Alfredo Seiferheld,ser humano
Alfredo Vega,ser humano
Anastacio Vera,ser humano
Andrés Benkö Kapuváry,ser humano
Andrés Duarte,ser humano
Angel David Alonso,ser humano
Sauce,página de desambiguación de Wikimedia
Bella Vista Norte,municipio
Ciudad de Panamá,ciudad
esgrimista,deportista
historiador,profesión
Budapest,ciudad
Osvaldo Cohener,ser humano
Ariel Estigarribia,ser humano
Alex Garcete,ser humano
Pablo Gavilán,ser humano
Armando González Ayala,ser humano
Walter González,ser humano
Carlos Guerreño,ser humano
Ramón Ortigoza,ser humano
Ricardo Javier Ortíz,ser humano
Marco Pfingst,ser humano
Arnaldo Rodríguez,ser humano
Carlos Rolón,ser humano
Diego Godoy,ser humano
Joel Román,ser humano
Aldo Vera,ser humano
Fernando Martínez,ser humano
Ángel Martínez,ser humano
Roberto Zub Kurylowicz,ser humano
Enrique Araújo,ser humano
Iván Cañete,ser humano
Nanawa,ciudad
Doctor Juan León Mallorquín,municipio
Departamento de Paraguarí,departamento
Carmen del Paraná,municipio
Luis Ramón Romero,ser humano
Bruno Valdez,ser humano
Mariano Pesoa,ser humano
Luis Ernesto Torres,ser humano
Tito Vera,ser humano
Juan Manuel Villalba,ser humano
Carlos Gómez,ser humano
Gustavo Noguera,ser humano
Arsenio Meza,ser humano
Óscar Nery Arzamendia,ser humano
Amado Pérez,ser humano
Enrique Villalba,ser humano
Adalberto Escobar,ser humano
Pedro Fleitas,ser humano
Jorge Benitez,ser humano
Ramón Coronel,ser humano
David Ariel Mendieta,ser humano
Alex Cáceres,ser humano
José Luis Flecha,ser humano
Christian Andersen,ser humano
Santa Elena,ciudad
Gobernador de la Provincia de San Juan,artículo de lista de personas de Wikimedia por cargo ocupado
Itakyry,municipio
Clementino Ocampos,ser humano
Cris Martínez,ser humano
Cristian Bogado,ser humano
Cristian Brítez,ser humano
Cristian Báez,ser humano
Cristian Rolando Ledesma,ser humano
Alfredo Jara,ser humano
Cristián Limenza,ser humano
Cristín Cibils,ser humano
César Alonso de las Heras,ser humano
César Bejarano,ser humano
César Benítez León,ser humano
César Llamas,ser humano
César Martínez,ser humano
César Velázquez,ser humano
DanielAlejandro Lopez,ser humano
Daniel Benítez,ser humano
Daniel Cáceres Silva,ser humano
Daniel Ferreira,ser humano
Darío Caballero,ser humano
Carlos Antonio López (distrito),municipio
Loma Pytá (Asunción),barrio
Villaralbo,municipio
Andrea Gaona,ser humano
Tatiana Franco,ser humano
Jeanine Sánchez,ser humano
Darlene Leiva,ser humano
Sofía Ugarriza,ser humano
José Veloso,ser humano
Luis Ruiz Díaz,ser humano
Oscar Rodríguez,ser humano
Sara Torres,ser humano
Liz Sanchez,ser humano
Myrsa Grance,ser humano
Sandra Pleyl,ser humano
Claudia Martinez,ser humano
Sofia Venegas,ser humano
Noemi Leon,ser humano
Maria Herrero,ser humano
Pamela Ojeda,ser humano
Florencia Carrizosa,ser humano
Rocio Peralta,ser humano
Juan José Aníbal Mena Porta,ser humano
balonmanista,deportista
jugador de balonmano playa,ocupación
Benny Ricardo,ser humano
Bibencio Servín,ser humano
Jorge Thompson,ser humano
Bill Flagg,ser humano
Blas Cristaldo,ser humano
Blas Irala,ser humano
Blas López,ser humano
Blas Romero,ser humano
Braulio Armoa,ser humano
Braulio Brizuela,ser humano
Bruno Cornet,ser humano
Camilo Soares Machado,ser humano
Carlos Alvarenga,ser humano
Carlos Antonio Mereles,ser humano
Carlos Báez,ser humano
Carlos Filizzola,ser humano
Carlos Guirland,ser humano
Carlos Lara Bareiro,ser humano
Carlos Loizaga,ser humano
Carlos Luis Torres,ser humano
jugador de fútbol americano,deportista
Universidad Estatal de San Diego,institución educativa
Chaco paraguayo,regiones geográficas de Paraguay
Greenwich,pueblo
ministro anglicano,clérigo
Perú,país
Hernandarias,página de desambiguación de Wikimedia
Erika Cartaman,ser humano
Zunilda Coronel,ser humano
Yessica Álvarez,ser humano
Liz Baretto,ser humano
Karen Benítez,ser humano
Yohana Benkenstein,ser humano
María Bogado,ser humano
Arianne González,ser humano
María Melgarejo,ser humano
Elena Rojas,ser humano
Miguel Michelagnoli,ser humano
Rubén Escobar,ser humano
Manuel García de Zúñiga Ozuna,ser humano
Joshua Dürksen,ser humano
Wilson Chimeli,ser humano
Aldo Zárate,ser humano
Juan José Cáceres,ser humano
Renate Costa,ser humano
Adrian Benegas,ser humano
Solano Benítez,ser humano
guardameta,posición de juego
piloto de carreras,profesión
Dock Sud,ciudad
director de cine,profesión
Aquilino Giménez,ser humano
José Leguizamón,ser humano
Gustavo Velázquez Ramos,ser humano
Hérib Godoy,ser humano
Francisco Báez,ser humano
Wilfrido Báez,ser humano
Alejandro Bogado,ser humano
Marcos Delpadre,ser humano
Diego Doldán,ser humano
Julio Doldán,ser humano
Rodi Ferreira,ser humano
Jorge Díaz de Bedoya,ser humano
Wilson Leiva,ser humano
Adilio Mora,ser humano
Luís Armando Ovelar,ser humano
Robert Piris Da Motta,ser humano
Blas Riveros,ser humano
Juan Carlos Riveros,ser humano
José Barreto,ser humano
Luis de la Cruz,página de desambiguación de Wikimedia
Villa del Rosario,página de desambiguación de Wikimedia
Patrick Kemper,ser humano
Edward Paniagua,ser humano
Carlos Espinola,ser humano
Agustín Ramón Martínez Martínem,ser humano
Arnaldo Castillo,ser humano
Víctor Hugo Pereira,ser humano
Sebastián Picton,ser humano
Sonia Olmedo,ser humano
Samira Martinez,ser humano
Soledad Núñez,ser humano
Pedro Duarte,ser humano
Leah Ashmore,ser humano
Diego Acosta,ser humano
César Almirón,ser humano
Gilberto Giménez,ser humano
Angélica Otazú Melgarejo,ser humano
Usha Didi Gunatita,ser humano
Heinrich Duerksen,ser humano
Gladys Meilinger de Sannemann,ser humano
Luis Fretes Carreras,ser humano
