entidad,tipo_entidad
Jagüey Grande,Jagüey Grande
obispo diocesano,cargo eclesiástico
Comandante de la Orden Nacional de la Legión de Honor,Comendador
velocista,disciplina deportiva
lanzador de martillo,lanzador de mart
saltador,saltador
México,asentamiento
Premio Xavier Villaurrutia,premio literario
Secretario de Vivienda y Desarrollo Urbano de los Estados Unidos,ministro
Jiguaní,Jiguaní
beisbolista,deportista
lanzador de jabalina,lanzador de jab
actor de teatro,oficio del teatro
científico,científico
Corte Permanente de Arbitraje,Corte Perman
San José de las Lajas,ciudad
guitarrista bajo,profesión musical
Dio,banda de heavy metal
La Lupe,ser humano
Amadeo Roldán,ser humano
Amadito Valdés,ser humano
Joel Lamela,ser humano
Violetta Quesada,ser humano
Aleida Guevara,ser humano
Anay Tejeda,ser humano
Oswaldo Payá,ser humano
Celia Sánchez,ser humano
Haydée Santamaría,ser humano
Nancy Carrillo,ser humano
José Ángel César,ser humano
Freddy Mayola,ser humano
Dora Alonso,ser humano
Dulce María Loynaz,ser humano
Álvaro Julio Beyra Luarca,ser humano
Rita Montaner,ser humano
Alfredo Duvergel,ser humano
Manuel Urrutia Lleó,ser humano
Rita Marley,ser humano
Real Conservatorio Superior de Música de Madrid,Real Conservatorio Superior
percusionista,percusionista
Nuevitas,ciudad
médico,profesión
El Cerro,municipio de Cuba
Premio Sájarov,premio de derechos humanos
Media Luna,Media Luna
La Lisa,municipio de Cuba
Tierra inerme,obra literaria
Premio Casa de las Américas,premio literario
Guanabacoa,municipio
pianista,pianista
Conservatorio Carlos Alfredo Peyrellade,conservatorio de música
Yaguajay,municipio de Cuba
juez,propiedad de Wikidata relacionada con el derecho y la justicia
I Threes,grupo musical
Alejo Carpentier,ser humano
Mirta Yáñez,ser humano
Aliuska López,ser humano
Gloria Estefan,ser humano
María Teresa de Luxemburgo,ser humano
Yipsi Moreno,ser humano
Alicia Alonso,ser humano
Anaïs Nin,ser humano
Zoraida Morales,ser humano
Zoé Valdés,ser humano
Zulia Calatayud,ser humano
Danay García,ser humano
Magaly Carvajal,ser humano
Andy García,ser humano
Javier Sotomayor,ser humano
Ricardo Wolf,ser humano
Osleidys Menéndez,ser humano
Yargelis Savigne,ser humano
Alberto Korda,ser humano
María Caridad Colón,ser humano
Lausana,obra escrita
musicólogo,musicólogo
El reino de este mundo,obra literaria
Sangra por la herida,obra literaria
Miami Sound Machine,grupo musical
aristócrata,aristócrata
Luxemburgo,país
Universidad de Ginebra,Universidad de Gine
Gran Duquesa Consorte de Luxemburgo,cargo
empresario,ocupación
Escuela de Ballet estadounidense,Escuela de Ballet
Giselle,obra dramático-musical
Neuilly-sur-Seine,comuna francesa
autobiógrafo,biógrafo
Academia Estadounidense de las Artes y las Letras,academia
Premio Azorín,premio literario
mediofondista,mediofondista
director de cine,profesión
Universidad Internacional de Florida,universidad
Estrella del Paseo de la Fama de Hollywood,distinción
Limonar,municipio de Cuba
saltador de altura,saltador de altura
Premio Princesa de Asturias de los Deportes,Premio Princes
Hannover,capital de estado federado
emprendedor,emprendedor
Alemania,Alemania
Martí,municipio de Cuba
fotógrafo,fotógrafo
Guerrillero Heroico,fotografía
Baracoa,municipio de Cuba
Xavier Cugat,ser humano
Eulogio Cantillo,ser humano
Héctor Milián,ser humano
Arturo Sandoval,ser humano
Alexander Martínez,ser humano
Eduardo Chibás,ser humano
Luis Manuel Rodríguez,ser humano
Luis Felipe Martínez,ser humano
Guillermo Moncada,ser humano
Fernando Pérez Valdés,ser humano
Jesús Díaz,ser humano
Michel López Núñez,ser humano
Pedro Pablo Pérez,ser humano
Nicolás Guillén,ser humano
Manny Diaz,ser humano
Adam Rodríguez,ser humano
Gil Cordovés,ser humano
Arnold Alcolea,ser humano
Reynaldo Vera González-Quevedo,ser humano
Adelquis Remón Gay,ser humano
Ciudad de Gerona,ciudad
Xavier Cugat & His Waldorf-Astoria Orchestra,grupo musical
Creu de Sant Jordi,cruz de término
luchador,luchador
Artemisa,deidad
Medalla Presidencial de la Libertad,condecoración civil
Isla de la Juventud,isla
Suiza,Suiza
senador de la República,senador de la
Premio Nacional de Cine de Cuba,distinción
ciclista,deportista
Orden de la Bandera Roja del Trabajo,orden
Yonkers,ciudad del estado de Nueva York
Unión de Reyes,municipio de Cuba
autor,propiedad de Wikidata
Rafael Freyre,ciudad
Agustín Acosta Bello,ser humano
Manuel Márquez Sterling,ser humano
Eliel Lazo,ser humano
George J. Borjas,ser humano
Silvio Rodríguez,ser humano
Argeliers León,ser humano
Ramón Castro Ruz,ser humano
Guillermo Fariñas,ser humano
Arnaldo Tamayo Méndez,ser humano
Flores Chaviano,ser humano
Adolfo Horta,ser humano
Gerardo Machado,ser humano
José Lezama Lima,ser humano
Roberto Agramonte,ser humano
Adria Santana,ser humano
Juan Vitalio Acuña Núñez,ser humano
Enrique Regüeiferos,ser humano
Robert Alfonso,ser humano
Adriana Muñoz,ser humano
Mirka Francia,ser humano
embajador de Cuba,embajador
Universidad de Columbia,universidad
Universidad de California en San Diego,universidad
poeta,poeta
Grupo de Experimentación Sonora del ICAIC,grupo musical
Universidad de Concepción,universidad
Birán,Birán
astronauta,científico
Fuerza Aérea de Cuba,fuerza aérea
Caibarién,ciudad
Collar de la Orden de Isabel la Católica,grado de una orden
Paradiso,gemeinde de Suiza
Las Tunas,Las Tunas
Universidad de las Artes,universidad
Juan Gundlach,ser humano
Jorge Hernández,página de desambiguación de nombres humanos
José Gómez Mustelier,ser humano
Lázaro Bruzón,ser humano
Rogelio Marcelo,ser humano
Carlos Acosta,ser humano
Robeisy Ramírez,ser humano
Yordanis Arencibia,ser humano
Abelardo Barroso,ser humano
Calixto García,ciudad
Orestes Vilató,ser humano
Jorge Agostini,ser humano
Roger Miret,ser humano
Senel Paz,ser humano
Gorki Águila,ser humano
Juan Lembeye,ser humano
Michael Sánchez,ser humano
Luis F. de Armas,ser humano
Yoel Romero,ser humano
Virgilio Piñera,ser humano
Marburgo,página de desambiguación de Wikimedia
naturalista,científico
Universidad de Marburgo,universidad
Holguín,Holguín
bailarín de ballet,bailarín de
Reino Unido,país
Escuela Nacional de Ballet,escuela
Ballet Real,compañía de ballet
Amancio,ser humano
músico de jazz,músico de jazz
Mayarí,Mayarí
esgrimista,esgrimista
Agnostic Front,grupo de punk
Porno para Ricardo,grupo musical
Ferrol,municipio de Filipinas
alcalde de Culleredo,cargo público
Poltava,Ciudad
Rusia,país
aracnólogo,profesión
Instituto de Ecologia y Sistemática,instituto de investigación
luchador de artes marciales mixtas,luchador de
músico,músico
Leonardo Padura Fuentes,ser humano
Jorge Aguilera,ser humano
Daisy Fuentes,ser humano
Alba de Céspedes y Bertini,ser humano
Fulgencia Romay,ser humano
Leo Brouwer,ser humano
Ramón Grau San Martín,ser humano
Ramón Fonst,ser humano
Lisandra Guerra,ser humano
Yumari González,ser humano
Marlene Elejarde,ser humano
Lydia Cabrera,ser humano
Leandro Peñalver,ser humano
Rubén González,página de desambiguación de nombres humanos
Misleydis González,ser humano
Emilio Ballagas,ser humano
Francisco Aguabella,ser humano
Yurisel Laborde,ser humano
Mijaín López Núñez,ser humano
El hombre que amaba a los perros,obra literaria
Frank País,ciudad
Clase Nimitz,clase naval
America's Funniest Home Videos,serie de televisión
Roma,ciudad
Escuela Juilliard,institución educativa
La Palma,La Palma
Escuela del Louvre,institución educativa universit
Universidad de California en Los Ángeles,universidad
Santana,página de desambiguación de Wikimedia
Herradura,Herradura
Gerona,municipio de Cataluña
violinista,violinista
Xavier Cugat y su Orquestra,grupo musical
Ileana Ros-Lehtinen,ser humano
Silvia Chivás,ser humano
Laura Pollán,ser humano
Silvia Costa,ser humano
Sonia Bisset,ser humano
Yanet Bermoy Acosta,ser humano
María Conchita Alonso,ser humano
Daimí Pernía,ser humano
Fidel Castro,ser humano
Leonel Suárez,ser humano
Che Guevara,ser humano
Yarisley Silva,ser humano
Dayron Robles,ser humano
Addys D'Mercedes,ser humano
Yamilé Aldama,ser humano
Fulgencio Batista,ser humano
José Ignacio Rivero,ser humano
José Guerra,ser humano
Luis Alberto Pérez-Rionda,ser humano
Yumilka Ruíz,ser humano
miembro de la Cámara de Representantes de los Estados Unidos,legislador
Manzanillo,Manzanillo
Medalla de Servicio por la Democracia,distinción
Palma Soriano,ciudad
Movimiento 26 de Julio,organización política
Rosario,municipio de Filipinas
guerrillero,guerrillero
Universidad de Buenos Aires,universidad
La guerra de guerrillas,obra literaria
saltador de pértiga,saltador de pé
vallista,vallista
Moa,Moa
"Gran Cruz, clase especial, del Mérito de La República Federal de Alemania","Gran Cruz, clase"
periodista,profesión
Diario de la Marina,diario
Premio María Moors Cabot,premio de periodismo
Comité Olímpico Internacional,organización
César Évora Diaz,ser humano
Pedro Moreno,ser humano
Jorge Luis González,ser humano
Yoandri Betanzos,ser humano
Salvador Cisneros Betancourt,ser humano
Erislandy Lara,ser humano
Cirilo Villaverde,ser humano
Pedro Ampudia,ser humano
William Vivanco,ser humano
Lisandro Otero,ser humano
José Tapia,ser humano
Cándido Maya,ser humano
Enrique Labrador Ruiz,ser humano
Aylín Mújica,ser humano
Willy Chirino,ser humano
Esteban Salas Castro,ser humano
Carlos M. Gutiérrez,ser humano
Carlos Juan Finlay,ser humano
Arnaldo Mesa,ser humano
Raúl Rivero,ser humano
modelo,modelo
Instituto Superior Politécnico José Antonio Echeverría,universidad
McDonald's,McDonald's
Ciego de Ávila,Ciego de Á
Gobernantes de Nuevo León,cargo público
cantautor,cantautor
Vigo,municipio de Galicia
Consolación del Sur,municipio
Salsa Giants,grupo musical
Instituto Tecnológico y de Estudios Superiores de Monterrey,universidad
Secretario de Comercio de los Estados Unidos,ministro de Comercio
Universidad Thomas Jefferson,universidad
Orden Nacional de la Legión de Honor,orden estatal
Morón,página de desambiguación de Wikimedia
Yordany Álvarez,ser humano
Juan Miguel Miranda Ramírez,ser humano
Aureliano Sánchez Arango,ser humano
Jorge Bolet,ser humano
Roberto Mañalich,ser humano
Juan Tuñas,ser humano
Bebo Valdés,ser humano
Benny Paret,ser humano
Bernard Barker,ser humano
Livia Brito,ser humano
Julio Fis,ser humano
Sixto Soria Savigne,ser humano
Emilio Estefan,ser humano
Miguelito Valdés,ser humano
Yosniel Mesa,ser humano
"Mario García Menocal,",ser humano
Miguel Mariano Gómez,ser humano
Carlos Mendieta,ser humano
Carlos Hevia,ser humano
Alfredo Zayas y Alfonso,ser humano
futbolista,jugador
Instituto de Música Curtis,institución educativa
Premios Grammy,premio de música
balonmanista,deportista
productor discográfico,productor discográf
International Latin Music Hall of Fame,distinción
Universidad Cornell,universidad
Vueltas,asentamiento
Academia Naval de los Estados Unidos,institución educativa pública
Gran Cruz de la Orden de Isabel la Católica,Gran Cruz de la
Annia Hatch,ser humano
Connie Marrero,ser humano
José A. Barnet y Vinageras,ser humano
Charles Edward Magoon,ser humano
Bola de Nieve,ser humano
Boris Goldenberg,ser humano
Héctor Vinent,ser humano
Juan Carlos Lemus,ser humano
Julio César la Cruz,ser humano
Chucho Valdés,ser humano
Guillermo Portabales,ser humano
Celso Golmayo de la Torriente,ser humano
José Monteagudo,ser humano
Yuniesky Quezada,ser humano
Jorge Gutiérrez,ser humano
José Miró Cardona,ser humano
René Portocarrero,ser humano
Hermano León,ser humano
Driulis González Morales,ser humano
Eliseo Reyes Rodríguez,ser humano
Barcelona,ciudad
Owatonna,ciudad
Universidad de Nebraska-Lincoln,universidad
provincia de La Habana,provincia de Cuba
San Petersburgo,ciudad
historiador,historiador
Cruz de Oficial de la Orden del Mérito de la República Federal de Alemania,condecoración
Irakere,grupo musical
Embajador de Buena Voluntad,título honorífico
Rodas,Rodas
ilustrador,profesión
Arbois,comuna francesa
recolector de plantas,recolector de plant
Álex Acuña,ser humano
Gonzalo Roig,ser humano
Changuito,ser humano
Cuban Link,ser humano
Lázaro Borges,ser humano
Juan Formell,ser humano
Al Jourgensen,ser humano
Armando Martínez Limendu,ser humano
Armando Peraza,ser humano
María León,ser humano
Carlos Véliz,ser humano
Arnaldo Teodomiro Ochoa Sánchez,ser humano
Arnie David Giralt,ser humano
Ana de Armas,ser humano
Alexis Rodríguez,ser humano
Yuriorkis Gamboa,ser humano
Arsenio Rodríguez,ser humano
Manuel Galbán,ser humano
Steven Bauer,ser humano
José Ardévol,ser humano
Pativilca,ciudad
GRP All-Star Big Band,grupo musical
Cecilia Valdés,obra escrita
Premio Grammy Latino a la Excelencia Musical,Premios Grammy Latinos
Universidad de Illinois en Chicago,universidad
Ministry,página de desambiguación de Wikimedia
Majagua,Majagua
Cacocum,Cacocum
Academia Militar Mijaíl V. Frunze,academia militar
Academia de Artes y Ciencias Cinematográficas,film academy
Premios Saturn,premio cinematográfico
Los Zafiros,Los Zafiros
María Teresa Mora Iturralde,ser humano
Rocky Romero,ser humano
Carmen Herrera,ser humano
Hermes Ramírez,ser humano
Juan Morales Hechavarría,ser humano
Andrés Aldama,ser humano
Andrés Simón,ser humano
Andy González,ser humano
Tony Cortés,ser humano
Lou Molinet,ser humano
Albio Sires,ser humano
Kid Gavilán,ser humano
Severo Sarduy,ser humano
Gilberto Ruiz Valdez,ser humano
Konnan,ser humano
Jorge Fernández Hernández,ser humano
Pío Leyva,ser humano
Nilo Cruz,ser humano
Paquito D'Rivera,ser humano
Julia Emilia Valdés Borrero,ser humano
luchador profesional,luchador profesional
artista,artista
Liga de estudiantes de arte de Nueva York,academia de bellas artes
profesor de educación física,profesor de educ
Instituto Técnico Militar,escuela
Premios Emmy,premio televisivo
Bejucal,municipio
profesor,educador
Middlebury College,universidad
alcalde,alcalde
Cobra,tipo de coche de tranvía
pintor,pintor
Salón de la fama de Wrestling Observer Newsletter,distinción
Universidad Brown,universidad
líder de banda,líder de banda
Eglise Gutiérrez,ser humano
Eladio Valdés,ser humano
Eli Marrero,ser humano
Eliades Acosta,ser humano
Eliecer Castillo,ser humano
Eliseo Valdés Erutes,ser humano
Elizabeth Caballero,ser humano
Elizardo Sánchez,ser humano
Eliécer Pérez,ser humano
Eloína Echevarría,ser humano
Elsa Alvarez,ser humano
Elsie Fox,ser humano
Elvis Yero,ser humano
Emiliano Díez,ser humano
Emilio Bacardí Moreau,ser humano
Emilio Falero,ser humano
Emilio Lara,ser humano
Emilio Ochoa,ser humano
Emilio Palmero,ser humano
Emilio Palomino,ser humano
Escuela Secundaria Coral Gables,escuela secundaria superior
Escuela de Música Frost,escuela de música
activista por los derechos humanos,activista
Escuela Secundaria Mayor de Miami Beach,escuela secundaria superior
Omara Portuondo,ser humano
"Marymount School, Nueva York",escuela
Embajadores de las Naciones Unidas,título de autoridad
Medalla de Oro al Mérito en las Bellas Artes,premio
Yesenia Centeno,ser humano
Issac Delgado,ser humano
Michael Aris,ser humano
Manuel «Guajiro» Mirabal,ser humano
Omar Cisneros,ser humano
Roberto Skyers,ser humano
Eliades Ochoa,ser humano
Bárbaro Félix Marín,ser humano
Candelario Duvergel,ser humano
Hector Lombard,ser humano
Carlos Fariñas,ser humano
Carlos Franqui,ser humano
Carlos Jesús Patricio Baladrón Valdés,ser humano
Carlos Manuel de Céspedes y Quesada,ser humano
Carmen Trustée,ser humano
Yoan Pablo Hernández,ser humano
Yordenis Ugás,ser humano
Celso Golmayo Zúpide,ser humano
Francisco Ferreras,ser humano
Carlos Bringuier,ser humano
maratonista,maratonista
Premio Grammy latino por mejor álbum tropical tradicional,Premio Grammy latino
Canadá,parada de autobús
Escuela de Estudios Orientales y Africanos,institución educativa universitaria
St John's College,St John's College
Melena del Sur,ciudad
Minas,página de desambiguación de Wikimedia
Songo,Songo
luchador de muay thai,profesión
Cifuentes,municipio de España
Orden al Mérito de Chile,orden
Logroño,municipio de La Rioja
nadador,nadador
apneísta,apneísta
Lourdes Rensoli,ser humano
Lucía Hechavarría Schwesinger,ser humano
Luis Alberto García,ser humano
Luis Alcívar Elizalde,ser humano
Luis Fernando Cabrera Hernández,ser humano
Luis Giraldo Casanova,ser humano
Luis Miguel Valdés Morales,ser humano
Luis Salvador Cruz Azeta,ser humano
Luis de la Paz,ser humano
Luisa Martínez Casado,ser humano
Luisa Pérez de Zambrana,ser humano
Lutgarda González Géigel,ser humano
Luz Vázquez,ser humano
Lázaro Zamora Jo,ser humano
Idalberto Aranda,ser humano
Idalmis Bonne,ser humano
Magdalena Peñarredonda,ser humano
Maite Díaz González,ser humano
Manuel Almagro Urrutia,ser humano
Manuel Aranaz Castellanos,ser humano
conservador de museo,profesión
profesor universitario,profesión académica
Guayaquil,Guayaquil
Universidad Pontificia de Salamanca,universidad
El Cobre,página de desambiguación de Wikimedia
Punta Alegre,página de desambiguación de Wikimedia
Premio Alejo Carpentier,distinción
deportista,deportista
Niceto Pérez,Niceto Pérez
Mariel,Mariel
academia de bellas artes,institución educativa
Universidad de Deusto,universidad
Alejandro Portes,ser humano
Alejandro Mayorkas,ser humano
Alberto Manzano,ser humano
Alberto Martinez Piedra,ser humano
Alberto Martín y Villaverde,ser humano
Alberto Sánchez,página de desambiguación de nombres humanos
Alberto Villoldo,ser humano
Alberto de la Campa y Roff,ser humano
Alcibiades Hidalgo,ser humano
Alcides Carón,ser humano
Aldenay Vasallo,ser humano
Aldo Martínez,ser humano
Aldo Pruna Díaz,ser humano
Al2,ser humano
Alejandro Argudín-Zaharia,ser humano
Alejandro Castro Espín,ser humano
Alejandro González Raga,ser humano
Alejandro Oms,ser humano
Alex Abella,ser humano
Mariblanca Armenteros,ser humano
demógrafo,demógrafo
Universidad de Princeton,universidad
Escuela Secundaria de Beverly Hills,escuela secundaria superior
diplomático,diplomático
Universidad de Georgetown,universidad
Universidad Católica de América,universidad católica
Universidad Estatal de San Francisco,universidad
entrenador de selección nacional,entrenador
Universidad Nacional de Educación Física y Deporte de Ucrania,universidad
piragüista,piragüista
rapero,rapero
Víctor Manuel García Valdez,ser humano
Walter Benítez,ser humano
Fina García Marruz,ser humano
Yadil Orestes Mujica Díaz,ser humano
Omar Godinez Lanso,ser humano
Mariana de Gonich,ser humano
Niurka González,ser humano
Manuel Granados,ser humano
Willy de Blanck,ser humano
Leslie Anderson,ser humano
Alberto Inzúa,ser humano
Yosvany Terry,ser humano
Damaris Calderón Campos,ser humano
