entidad,tipo_entidad
Eloy Alfaro Delgada,ser humano
Andrés Chocho,ser humano
Agustín Cueva,ser humano
Juan Carlos Paredes,ser humano
Frickson Erazo,ser humano
Albert Paulsen,ser humano
Carlos Mancheno,ser humano
productor de televisión,profesional de medios
Beavis and Butthead,serie de televisión de animación
"Unidad Educativa ""Bolívar""",
Cantón Cañar,cantón de Ecuador
Universidad Central del Ecuador,universidad
Otavalo,ciudad
Caballero de la Orden Nacional de la Legión de Honor,grado de una orden
médico,profesión
boxeador,deportista
Francia,país
Perú,país
Orden El Sol del Perú,orden estatal
alto cargo,cargo
Cantón Montecristi,cantón de Ecuador
marchador atlético,atleta
profesor universitario,profesión académica
Universidad de Concepción,página de desambiguación de Wikimedia
actor,profesión
Primetime Emmy al mejor actor de reparto - Serie de comedia,premio al mejor actor de reparto
Jamil Mahuad,ser humano
Gustavo Noboa,ser humano
León Febres-Cordero Ribadeneyra,ser humano
Raúl Guerrón,ser humano
Alfonso Obregón Cancino,ser humano
Antonio José González Zumárraga,ser humano
Christian Mora,ser humano
Enrique Gámez,ser humano
Alberto Enríquez Gallo,ser humano
Fander Falconí,ser humano
Mariana de Jesús,ser humano
Ileana Espinel,ser humano
Augusto Barrera,ser humano
María Fernanda Espinosa,ser humano
Violeta Luna,ser humano
Nina Pacari,ser humano
Ana Cecilia Blum,ser humano
Humberto Cholango,ser humano
Ariruma Kowii,ser humano
Christian Noboa,ser humano
Estados Unidos,país
Pontificia Universidad Católica del Ecuador,universidad
Atuntaqui,ciudad
Portoviejo,ciudad de Ecuador
Universidad Pontificia de Salamanca,universidad
cardenal,clérigo católico
Vinces,ciudad
Latacunga,ciudad
presidente,apellido
ministro de Educación,cargo
catequista,profesor
Alcalde Metropolitano de Quito,cargo
Salamanca,municipio de España
Facultad Latinoamericana de Ciencias Sociales,instituto
Organización de las Naciones Unidas,organización
Premio Jorge Carrera Andrade,premio literario
Cantón Cotacachi,cantón de Ecuador
juez,propiedad de Wikidata relacionada con el derecho y la justicia
Cantón Cayambe,cantón de Ecuador
Universidad Carlos III de Madrid,universidad
Pichincha,provincia de Ecuador
Germán Rodrigo Bastidas Vaca,ser humano
Gilmar Gutiérrez,ser humano
Papá Roncón,ser humano
Manuel de Ascasubi y Matheu,ser humano
Álex Quiñónez,ser humano
Horacio Hidrovo Peñaherrera,ser humano
Hugo Cifuentes,ser humano
Jenny Estrada,ser humano
Jorge Arroyo,ser humano
Jorge Orellana,ser humano
José Ramón Barreto,ser humano
Juan Benigno Vela,ser humano
Juan Manuel Guayasamin,ser humano
Leonardo Valencia,ser humano
Luis Aurelio Coloma,ser humano
Luis Sodiro,ser humano
Manuela Cañizares,ser humano
Maria-Rosa Rodriguez,ser humano
Isaac Mina,ser humano
María Eugenia Guzmán,ser humano
biólogo,profesión
Tena,página de desambiguación de Wikimedia
cantante,músico
Cantón Santa Ana,cantón de Ecuador
fotógrafo,profesión
Academia Nacional de Historia de Ecuador,academia
halterófilo,atleta de fuerza
árbitro de fútbol,profesión
Caracas,ciudad
Venezuela,país
RCTV,emisora de televisión
zoólogo,profesión
Universidad San Francisco de Quito,universidad
Guaranda,ciudad
Cornedo Vicentino,comuna de Italia
recolector de plantas,ocupación
Franklin Salas,ser humano
Carlos Julio Arosemena Monroy,ser humano
Jorge Guagua,ser humano
Guillermo Rodríguez Lara,ser humano
Isidro Ayora,ser humano
Byron Moreno,ser humano
Alfredo Poveda,ser humano
Eduardo Kingman,ser humano
Assad Bucaram,ser humano
Rodrigo Borja Cevallos,ser humano
Fernando Guerrero Vásquez,ser humano
Ángel Cheme,ser humano
Lorenza Avemanay,ser humano
Wellington Sánchez,ser humano
Carlos María de la Torre,ser humano
Augusto Batioja,ser humano
Bernardino Echeverría Ruiz,ser humano
Christian Lescano,ser humano
Fabián Alarcón,ser humano
Osvaldo Hurtado Larrea,ser humano
Cantón San Miguel de Los Bancos,cantón de Ecuador
Pujilí,ciudad
militar,profesión
Instituto del Hemisferio Occidental para la Cooperación en Seguridad,escuela
Gran Cruz de la Orden de Isabel la Católica,grado de una orden
comentarista deportivo,profesión
Píllaro,ciudad
Cantón Portovelo,cantón de Ecuador
pintor,profesión
Premio Eugenio Espejo,premio de cultura
Muisne,ciudad
Cebadas,parroquia de Ecuador
curandero,ocupación
Imbabura,provincia de Ecuador
Universidad de Nuevo México,institución educativa
Joao Rojas,ser humano
Luis Enrique Orellana Ricaurte,ser humano
Óscar Bagüi,ser humano
Máximo Banguera,ser humano
David Quiroz,ser humano
Santiago Calle,ser humano
Mercedes Jijón,ser humano
Enner Valencia,ser humano
César De Cesare,ser humano
Antonio Villavicencio,ser humano
José Pabón,ser humano
Eduardo Morante,ser humano
Ángel Polibio Cháves,ser humano
Byron Camacho,ser humano
Marlon Valverde,ser humano
José Gavica,ser humano
Juan de Dios Martínez Mera,ser humano
Antonio Noboa,ser humano
Lucho Silva,ser humano
Byron Piedra,ser humano
La Troncal,ciudad
Cañar,provincia de Ecuador
Morón,página de desambiguación de Wikimedia
piragüista,deportista
Universidad del Rosario,universidad
empresario,ocupación
saxofonista,profesión musical
maratonista,profesión
José Joaquín de Olmedo,ser humano
José Luis Quiñónez,ser humano
Juan Cazares,ser humano
Jaime Ayoví,ser humano
Ángel Oswaldo Fernández,ser humano
Rolando Vera,ser humano
Pedro Delgado Campaña,ser humano
Jorge Icaza,ser humano
Francisco Andrade Marín,ser humano
Mike Rodríguez,ser humano
Paulo Caicedo,ser humano
Vicente Cabrera Funes,ser humano
Fernando Tamayo,ser humano
Fierro Chávez,ser humano
Camilo Luzuriaga,ser humano
Carlos Aníbal Altamirano Argüello,ser humano
Carlos Muñoz Martínez,ser humano
Juan José Govea,ser humano
Clímaco Jacinto Zarauz Carrillo,ser humano
Sixto Vizuete,ser humano
terrateniente,ocupación
Universidad Nacional Mayor de San Marcos,universidad
Convictorio de San Carlos,colegio mayor
Rosa Zárate,ser humano
Machala,ciudad
banquero,profesión
Instituto Nacional Mejía,escuela secundaria
Huasipungo,obra literaria
Universidad de Massachusetts,sistema de universidad estatal
Universidad de Leipzig,universidad
Freddy Cadena,ser humano
Walter Calderón,ser humano
Raúl Holguer López Mayorga,ser humano
Segundo René Coba Galarza,ser humano
José Javier Eguiguren,ser humano
José Félix Valdivieso,ser humano
Roberto Quistial,ser humano
José María Plácido Caamaño,ser humano
Rorys Aragón,ser humano
Erwin Ramírez,ser humano
Martha Fierro,ser humano
Fernanda Cornejo,ser humano
Santiago Zambrano,ser humano
Raúl Avilés,ser humano
Hólger Quiñónez,ser humano
Segundo Navarrete,ser humano
Segundo Luis Moreno,ser humano
Jerónimo Carrión,ser humano
Jefferson Montero,ser humano
Johvani Ibarra,ser humano
director de orquesta,profesión
Conservatorio de Moscú,conservatorio
Provincia de Tungurahua,provincia de Ecuador
Kingston,ciudad
ajedrecista,deportista
modelo,propiedad
participante en concursos de belleza,concurseante
badmintonista,deportista
San Gabriel,municipio de Filipinas
Cariamanga,ciudad
Babahoyo,ciudad
Aminta Buenaño,ser humano
Roberto Mina,ser humano
Antonio Flores Jijón,ser humano
Damián Díaz,ser humano
Otilino Tenorio,ser humano
Néicer Reasco,ser humano
Jorge Velarde,ser humano
Marlon Ayoví,ser humano
Renato Ibarra,ser humano
Geovanny Caicedo,ser humano
Edwin Tenorio,ser humano
Jhonny Caicedo,ser humano
Félix Borja,ser humano
Auki Tituaña,ser humano
Raúl Eduardo Vela Chiriboga,ser humano
Christian Lara,ser humano
José María Velasco Ibarra,ser humano
Jaime Roldós Aguilera,ser humano
Patricio Urrutia,ser humano
León Roldós Aguilera,ser humano
Santa Lucía,página de desambiguación de Wikimedia
Rosario,municipio de Filipinas
Argentina,país
Cotacachi,página de desambiguación de Wikimedia
Universidad de La Habana,universidad
Alcalde,página de desambiguación de Wikimedia
Universidad de Buenos Aires,universidad
Ventanas,ciudad
Éder Valencia,ser humano
Fernando Jurado Noboa,ser humano
Giancarlos Ramos,ser humano
Carina Vance,ser humano
Carlos Alberto García Charcopa,ser humano
Carlos Amable Ortiz Merizalde,ser humano
Carlos Freile Zaldumbide,ser humano
Carlos Rubira Infante,ser humano
Carlos R. Tobar,ser humano
Ignacio de Veintemilla,ser humano
Clodoveo Carrión Mora,ser humano
Cynthia Viteri,ser humano
Delfín Quishpe,ser humano
Petter Villegas,ser humano
Dolores Cacuango,ser humano
Tránsito Amaguaña,ser humano
Federico Malo Andrade,ser humano
Francisco Guzmán,ser humano
Gabriela Alemán,ser humano
Trude Sojka,ser humano
Nueva Loja,ciudad
Oakland,ciudad
Williams College,universidad
ministro de salud,cargo
compositor de canciones,profesión musical
Canciller del Ecuador,ministro
Universidad de Londres,universidad
parlamentario,legislador
Cantón Guamote,cantón de Ecuador
alcalde,cargo público
Cayambe,página de desambiguación de Wikimedia
activista,ocupación
activista político,ocupación
Universidad de Cambridge,universidad
Universidad Tulane de Luisiana,universidad
Berlín,distrito de El Salvador
Academia de las Artes de Berlín,institución cultural
Fausto Minion,ser humano
Cristian Ramírez,ser humano
Damián Lanza,ser humano
Delfín Tenesaca,ser humano
Demetrio Aguilera Malta,ser humano
Denisse Mera,ser humano
Diego Luzuriaga,ser humano
Paul Engel,ser humano
Octavio Zambrano,ser humano
Miguel Ángel Aguilar Miranda,ser humano
Roberto Manrique,ser humano
Edith Loza,ser humano
Humberto Salvador,ser humano
Eduardo Hurtado,ser humano
Eduardo José Castillo Pino,ser humano
Luis Alberto Luna Tobar,ser humano
Dániel Torres,ser humano
José Mario Ruiz Navas,ser humano
Fausto Trávez Trávez,ser humano
María Isabel Salvador,ser humano
Santo Domingo,municipio de Filipinas
Rusia,aldea
Chimborazo,provincia de Ecuador
agricultor,trabajador
Los que se van,obra literaria
embajador de Ecuador,embajador
Universidad de Columbia,universidad
Beca Guggenheim,premio académico
Viena,cañonero
Universidad Chapman de Betsabe,universidad
Cuba,país
Cantón Latacunga,cantón de Ecuador
obispo católico,obispo
Universidad de San Buenaventura,universidad
obispo titular,cargo eclesiástico
Distrito Metropolitano de Quito,cantón de Ecuador
Gran Cruz de la Orden El Sol del Perú,grado de una orden
Jorge Carrera Andrade,ser humano
Jorge Gallegos,ser humano
Jorge Luis Montenegro,ser humano
José Ayala Lasso,ser humano
José Bone,ser humano
José Victoriano Naranjo Tovar,ser humano
Víctor Maldonado Barreno,ser humano
Juan Alfredo Arzube,ser humano
Hermenegildo José Torres Asanza,ser humano
María Capovilla,ser humano
Leo Rojas,ser humano
Luis Felipe Carbo y Amador,ser humano
Hugolino Cerasuolo Stacey,ser humano
Sebastián Terán,ser humano
Pablo Palacio,ser humano
Iván Vallejo,ser humano
Jaime Hurtado,ser humano
Manuel Antonio Valarezo Luzuriaga,ser humano
Joaquín Pereira Becerra,ser humano
José Gabriel Díaz Cueva,ser humano
historiador,profesión
Mademoiselle Satán,obra literaria
Cotopaxi,página de desambiguación de Wikimedia
Cantón Alausí,cantón de Ecuador
Pontificia Universidad Antonianum,universidad pontificia
El Oro,provincia de Ecuador
ama de casa,ocupación
músico,profesión
Un hombre muerto a puntapiés,obra literaria
montañero,profesión
Cantón Quinindé,cantón de Ecuador
Unión General de Trabajadores del Ecuador,sindicato de trabajadores
Galo Plaza Lasso,ser humano
Jorge Enrique Adoum,ser humano
Vicente Rocafuerte,ser humano
Camilo Ponce Enríquez,ser humano
José María Urbina y Viteri,ser humano
Fidel Martínez,ser humano
Carlos Arroyo del Río,ser humano
Luis Cordero Crespo,ser humano
Bolívar Echeverría,ser humano
Boris Cepeda,ser humano
Luis Humberto Salgado,ser humano
Carlos Freile Larrea,ser humano
Jackson Quiñónez,ser humano
Alberto Spencer,ser humano
Diego Calderón,ser humano
Miguel Olvera,ser humano
Alfredo Vera Arrata,ser humano
Carlos Góngora,ser humano
Rafael Pólit,ser humano
Leónidas Plaza Gutiérrez,ser humano
Nueva York,página de desambiguación de Wikimedia
Universidad de California en Berkeley,institución educativa
Universidad de Santiago de Chile,universidad
Vasija de barro,obra de composición musical
francmasonería,hermandad
Cantón Shushufindi,cantón de Ecuador
Cantón Déleg,cantón de Ecuador
economista,profesión
México,país
Universidad Nacional Autónoma de México,universidad
Alemania,país
Universidad de Münster,universidad
concejal del Ayuntamiento de Lérida,cargo público
Ancón,asentamiento
diplomático,profesión
Guayas,provincia de Ecuador
arquitecto,profesión
Charapotó,parroquia rural de Ecuador
Ivo Ron,ser humano
Edson Montaño,ser humano
Joao Plata,ser humano
Gabriel Achilier,ser humano
Geovanny Nazareno,ser humano
Oswaldo Minda,ser humano
Bernardo de Legarda,ser humano
Jimmy Montanero,ser humano
Alfredo Baquerizo Moreno,ser humano
Julio Castillo,ser humano
Marlo Delgado,ser humano
Carlos Sánchez,ser humano
Anderson Rojas,ser humano
William Araujo,ser humano
Pedro Carbo,ciudad
Diego Ferrín,ser humano
Olga Álava,ser humano
Jimmy Izquierdo,ser humano
Fricson George,ser humano
Moisés Candelario,ser humano
Real Audiencia de Quito,real audiencia
ebanista,profesión
Durán,ciudad
Universidad de Especialidades Espíritu Santo,universidad
Asamblea Nacional de Ecuador,parlamento
Jayro Campos,ser humano
Germánico Pinto,ser humano
profesor,educador
Premio de Derechos Humanos de las Naciones Unidas,premio de derechos humanos
funcionario,empleado público
Juan Carlos Montenegro,ser humano
Juan León Mera,ser humano
Juan J. Paz y Miño Cepada,ser humano
Alberto Acosta Espinosa,ser humano
Sixto E. Durán-Ballén,ser humano
Paola Pérez,ser humano
Fernando Hidalgo,ser humano
Alejandro Carrión,ser humano
Alberto Anrango,ser humano
José Valencia Murillo,ser humano
Diego Noboa,ser humano
Lilo Linke,ser humano
Ricardo Patiño,ser humano
Marcos Aurelio Pérez Caicedo,ser humano
Mario Conejo Maldonado,ser humano
Marlon Santi,ser humano
Luis Antonio Sánchez Armijos,ser humano
Luis Cabrera Herrera,ser humano
Luis Gallegos,ser humano
Tulcán,ciudad
agente de policía,profesión
cromo,elemento químico
Reunión,departamento
Universidad de Colonia,universidad
París,ciudad
Instituto Tecnológico de Massachusetts,universidad
El Universo,universo
Universidad Autónoma Metropolitana,universidad
Organización Internacional del Trabajo,organización internacional
Daule,ciudad
Pontificia Universidad de la Santa Cruz,universidad pontificia
sociólogo,profesión
Olmedo,comuna de Italia
Universidad Pontificia Salesiana,universidad
Azogues,ciudad
administrador apostólico,cargo eclesiástico
Escuela de Derecho y Diplomacia Fletcher,universidad
Gran Colombia,estado desaparecido
Henry León,ser humano
Alfredo Pareja Díez Canseco,ser humano
Alfredo Vera Vera,ser humano
Ana Galarza,ser humano
Andrea Suárez,ser humano
Luis Gómez Albán,ser humano
Diego Serrano,ser humano
Guillermo Lasso,ser humano
Walter Chalá,ser humano
Víctor Estupiñán,ser humano
Pedro Moncayo,ser humano
Dalo Bucaram,ser humano
Juan de Salinas y Zenitagoya,ser humano
Adalberto Ortiz,ser humano
Adrián Bone,ser humano
Alberto Jurado,ser humano
Alejandro Serrano Aguilar,ser humano
Alejo Lascano Bahamonde,ser humano
Alex Bolaños,ser humano
Alex Cevallos,ser humano
Alex Jimbo Viteri,ser humano
Las tres ratas,obra literaria
Asambleísta de Ecuador,parlamentario
escultor,profesión artística
actor de televisión,actor
Instituto de los Hermanos de las Escuelas Cristianas,instituto
Banco Guayaquil,banco
Valle del Chota,asentamiento
Universidad de Salamanca,universidad
Sangolquí,ciudad
Juyungo,obra literaria
Universidad de Cuenca,universidad
Vicepresidente del Ecuador,cargo público
cirujano,profesión
Milagro,página de desambiguación de Wikimedia
violinista,profesión
Andrés Pellacini,ser humano
Agustín Barreiro,ser humano
Raúl Patiño,ser humano
René Ramírez Gallegos,ser humano
Mónica Sarmiento,ser humano
Eder Palacios,ser humano
Juan Carlos Riofrío Martínez-Villalba,ser humano
Mauricio Rodas,ser humano
Ronny Santos,ser humano
Julio Burbano Aguirre,ser humano
Paúl Plaza,ser humano
María Paula Romo,ser humano
Jefferson Sierra,ser humano
Lourdes Tibán,ser humano
Franco Romero,ser humano
Cristina Reyes,ser humano
Erick Torres Velasco,ser humano
Nilo Valencia,ser humano
Elias Vergara,ser humano
Oswaldo Segura,ser humano
artista,profesión
Universidad Complutense de Madrid,universidad pública
Universidad Hofstra,universidad
Tosagua,ciudad
filósofo político,profesión
Universidad de Pensilvania,universidad
Cantón Pichincha,cantón de Ecuador
escuela primaria,institución educativa
Universidad Internacional del Ecuador,universidad
San Miguel de Salcedo,ciudad
Confederación de Nacionalidades Indígenas del Ecuador,organización
Piñas,barrio de Puerto Rico
Cantón San Lorenzo,cantón de Ecuador
Cantón Paján,cantón de Ecuador
Marco Tenorio,ser humano
Esteban Villaprado,ser humano
Carlos Wila,ser humano
Wendy Vera,ser humano
Marco Segura,ser humano
Walter Cárdenas,ser humano
Agustín Febres-Cordero Ribadeneyra,ser humano
Raúl Guarderas Guarderas,ser humano
Betty Pino,ser humano
Galo Roggiero,ser humano
José Vargas,ser humano
Antonio Preciado,ser humano
Alfredo Czarninski,ser humano
Antonio Cajamarca Yánez,ser humano
Bonil,ser humano
César Borja Lavayen,ser humano
Douglas Moya,ser humano
Hipatia Cárdenas de Bustamante,ser humano
Juan Borja Mata,ser humano
Luz Elisa Borja Martínez,ser humano
Cantón Muisne,cantón de Ecuador
Mostro de amor,obra de composición musical
Instituto Ecuatoriano de Seguridad Social,organismo público
Ministro de Defensa Nacional,cargo público
locutor,profesión
Universidad Harvard,universidad
catedrático de universidad,profesor universitario
Prusia Oriental,provincia de Prusia
comerciante,profesión
caricaturista,profesión
físico,profesión
Universidad Nacional de Colombia,universidad
Manuel J. Calle,ser humano
Ana Quiñonez,ser humano
Alexandra Vela,ser humano
Andrés Garzón,ser humano
Andrés Valverde,ser humano
Armando Tito Larrea,ser humano
Celene Cevallos,ser humano
Camilo Ponce Gangotena,ser humano
Christian Gómez,ser humano
Cristian Márquez,ser humano
Diane Rodríguez,ser humano
Eduardo Villota,ser humano
Efrén Proaño,ser humano
Johnny León,ser humano
José María Guerrero,ser humano
José Mora,ser humano
Francisco de Paula Lavayen,ser humano
Gina Godoy,ser humano
Hernán Rodríguez Castelo,ser humano
Hugo Mejía,ser humano
San Salvador,ciudad
Universidad de Lima,universidad
General Villamil,ciudad
Asociación Silueta X,organización
Chone,página de desambiguación de Wikimedia
Academia Norteamericana de la Lengua Española,sociedad erudita
Jairo Jaime,ser humano
Johao Montaño,ser humano
Jorge Henriques Fuente,ser humano
Jorge Mendoza Clavijo,ser humano
José Jhonson,ser humano
José Lugo Quiñonez,ser humano
José Luis Celi,ser humano
Juan Pablo Moncagatta,ser humano
Kevin Mina,ser humano
Luis Fernando Torres,ser humano
Luis Mejía Montesdeoca,ser humano
Luis Salvador Jaramillo,ser humano
Luisa Gómez de la Torre,ser humano
Manuel Cótera,ser humano
Marcelo Santos,ser humano
Marco Flores Troncoso,ser humano
Marco Iván Kaviedes Micolta,ser humano
Marco Ponce,ser humano
Marco Proaño Maya,ser humano
Cantón Rioverde,cantón de Ecuador
novelista,escritor
Bahía de Caráquez,ciudad
Ministro de Finanzas de Ecuador,cargo
Buenos Aires,asentamiento
ingeniero empresarial,profesión
Marlon Perlaza,ser humano
María Cristina Kronfle,ser humano
Nelson Suárez,ser humano
Nicolás Lapentti Carrión,ser humano
Olga Gutiérrez,ser humano
Oscar Achilier,ser humano
Patricio Romero Barberis,ser humano
Pedro Pablo Traversari Salazar,ser humano
Pedro Saad,ser humano
Víctor Mendoza Cevallos,ser humano
Rafael Guerrero Valenzuela,ser humano
Ricardo González,ser humano
Rimber Mendoza,ser humano
Rita Lecumberri,ser humano
Robert Mesías,ser humano
Roberto Gilbert Elizalde,ser humano
Rogelio Valdivieso Eguiguren,ser humano
Carlos Quishpe,ser humano
Luis Valencia Rodríguez,ser humano
Soledad Buendía,ser humano
Universidad Santo Tomás (Florida),universidad
Orden de la Amistad de los Pueblos,orden
periodista,profesión
Universidad Nacional de Loja,universidad
Ricardo Mórtola,ser humano
Vicente Eguiguren Riofrío,ser humano
Vicente Taiano,ser humano
José Ragonessi,ser humano
Xavier Coronel,ser humano
Zoila Ugarte de Landívar,ser humano
Óscar Efrén Reyes,ser humano
Luis Tenorio,ser humano
Mariuxi Domínguez,ser humano
Galo René Pérez,ser humano
Luis Viracocha,ser humano
Richard Caicedo,ser humano
Robinson Guevara,ser humano
Gustavo Asprilla,ser humano
Silvia Buendía,ser humano
Lenín de Jesús,ser humano
Néxar Delgado,ser humano
Jorge Espín,ser humano
Luis Alberto Mendoza,ser humano
Carlos Valencia,ser humano
actor de voz,Wikidata property to identify contributors to audiovisual works
Cantón El Guabo,cantón de Ecuador
Baños,página de desambiguación de Wikimedia
Comisión Anticorrupción,organización sin fines de lucro
Cantón Pedernales,cantón de Ecuador
Julio Bueno,ser humano
César Andrade Faini,ser humano
Camilo Coba,ser humano
Camilo Egas,ser humano
Carlo Alban,ser humano
Carlos Alfredo Orejuela Quiñónez,ser humano
Carlos Andrés Quiñónez,ser humano
Carlos Bonilla Chávez,ser humano
Carlos Cueva Tamariz,ser humano
Carlos Ernesto Castro,ser humano
Carlos Armando Gruezo Quiñónez,ser humano
Carlos Moncayo,ser humano
Carmen Anita Chala Quilumba,ser humano
Carmen Malo,ser humano
Caroline Chang,ser humano
Catalina López,ser humano
Cipriana Correia,ser humano
Cisne Rivera,ser humano
Cristobal Pazmino,ser humano
Jorge Luis Cevallos Castillo,ser humano
Académie Colarossi,academia de bellas artes
Universidad Rutgers,universidad
Universidad del Noroeste,universidad
yudoca,deportista
tirador,cinturón
Schola Cantorum de París,academia de música
Anita Velastegui,ser humano
oficial sanitario,profesión
Edmundo Zura,ser humano
Edna Iturralde,ser humano
Eduardo Bone,ser humano
Eduardo Castro-Wright,ser humano
Eduardo Guadamud,ser humano
Eduardito Maruri,ser humano
Eduardo Smith,ser humano
Eduardo X Arroyo,ser humano
Eduardo Zuleta,ser humano
Edy Punina,ser humano
Efren de la Cruz,ser humano
Efrén Mera,ser humano
Eliana Quinteros,ser humano
Elizabeth María Bravo Iniguez,ser humano
Elysa Ayala González,ser humano
Emilio Falla,ser humano
Energio Díaz,ser humano
Enrique Espín Yépez,ser humano
Enrique Gil Gilbert,ser humano
Tomas Peribonio,ser humano
Premios Internacionales del libro latino,distinción
Universidad de Texas A&M,universidad
deportista,profesión
triatleta,deportista
Miami,ciudad de Estados Unidos
Universidad de Carolina del Sur,universidad
Diego Torres,ser humano
Nikole Castillo,ser humano
Ricardo Ulcuango,ser humano
Mayra Olvera,ser humano
Katherine Ortiz,ser humano
Ana Valeria Palacios,ser humano
Denise Pesántes,ser humano
Mónica Quinteros,ser humano
Kerly Real,ser humano
Madelin Riera,ser humano
Íngrid Rodríguez,ser humano
Alexandra Salvador,ser humano
Irene Tobar,ser humano
Erika Vásquez,ser humano
Mabel Velarde,ser humano
Andrea Vera,ser humano
Merly Zambrano,ser humano
Juan Martín Moreira Viteri,ser humano
Denisse Robles,ser humano
Aldair Vasquez,ser humano
Chamizo,asentamiento
Uruguay,país
actor de teatro,oficio
Isla Santa Cruz,isla
Santa Rosa,ciudad
Toronto,ciudad
Alcorn State University,universidad
Rioverde,municipio de México
El Carmen,comuna
ministerio de Salud,ministerio
Ligia Guerrero de Martinez,ser humano
Ruth Montenegro,ser humano
Andrea Rojas,personaje
Gustavo Vera Arizaga,ser humano
Danny Valencia,ser humano
Cristhian Rivas,ser humano
Paes,página de desambiguación de Wikimedia
Ecuador Figueroa,ser humano
María Alejandra Muñoz,ser humano
Alfonso Cachiguango,ser humano
Juan Caicedo,ser humano
Henry Raad Antón,ser humano
Iliana Bowen,ser humano
Génesis Casierra,ser humano
Sonia Ferrín,ser humano
Narcisa Mayorga,ser humano
Adriana Argoti,ser humano
Fernando Aguirre Cordero,ser humano
