entidad,tipo_entidad
Rómulo Ernesto Durón,ser humano
Samuel Trigueros,ser humano
Jaime Rosales,ser humano
Javier Arnaldo Portillo,ser humano
Javier Hernández Maradiaga,ser humano
Javier Omar Martínez,ser humano
Caridad,municipio
pintor,profesión
Sabanagrande,página de desambiguación de Wikimedia
Dulce Nombre,página de desambiguación de Wikimedia
arqueólogo,profesión
Universidad Duke,universidad
guionista,profesión
Morolica,municipio
nadador,deportista
Óscar Andrés Rodríguez Maradiaga,ser humano
Roberto Micheletti,ser humano
Wilson Palacios,ser humano
Edder Delgado,ser humano
Maynor Figueroa,ser humano
Edgard Álvarez,ser humano
Diego Vigil,ser humano
Francisco Morazán,página de desambiguación de Wikimedia
Julio Lozano Díaz,ser humano
Saúl Martínez,ser humano
César Ham,ser humano
José de la Cruz Turcios y Barahona,ser humano
Roger Rojas,ser humano
Rafael López Gutiérrez,ser humano
Manuel Zelaya,ser humano
David Suazo,ser humano
Valeriu Marcu,ser humano
Juan Ángel Arias,ser humano
"Milton ""Chocolate"" Flores",ser humano
José Justo Milla,ser humano
obispo católico,cargo eclesiástico
Universidad de Innsbruck,universidad
cardenal,clérigo católico
San Manuel,municipio
Jutiapa,página de desambiguación de Wikimedia
Universidad Nacional Autónoma de Nicaragua-León,universidad
presidente de El Salvador,presidente
Hong Kong británico,colonia
Departamento de Colón,departamento
Departamento de Choluteca,departamento
sacerdote católico,presbítero
obispo auxiliar,cargo eclesiástico
Instituto Salesiano San Miguel,institución académica
Bucarest,ciudad
Rumania,país
Hendry Thomas,ser humano
Carlos Pavón Plumer,ser humano
Emilio Izaguirre,ser humano
Amado Guevara,ser humano
Ramón Núñez,ser humano
Florencio Xatruch,ser humano
Oswaldo López Arellano,ser humano
Wilmer Crisanto,ser humano
Francisco Bertrand Barahona,ser humano
Policarpo Bonilla,ser humano
Terencio Sierra,ser humano
Francisco Bográn Barahona,ser humano
Luis Bográn,ser humano
Miguel Oquelí Bustillo,ser humano
Ponciano Leiva,ser humano
Vicente Mejía Colindres,ser humano
Carlos Céleo Arias López,ser humano
Noel Jalladares,ser humano
Ricardo Maduro,ser humano
Enrique Ortez,ser humano
Jugador Más Valioso de la Major League Soccer,deportista
Escuela Preparatoria W. T. White,escuela secundaria superior
Danlí,municipio
Universidad de El Salvador,universidad
San Francisco de Coray,municipio
Departamento de Santa Bárbara,departamento
Ceguaca,municipio
Departamento de Intibucá,departamento
Colegio Tridentino de Comayagua,institución
Panamá,municipio
Ministro de Relaciones Exteriores,cargo público
Horacio Parham,ser humano
Héctor Enrique Santos Hernández,ser humano
Israel Fonseca,ser humano
Jesús Aguilar Paz,ser humano
Johnny Harol Leverón,ser humano
Hugo Caballero,ser humano
Jonathan Mejía Ruiz,ser humano
Jorge Urquía,ser humano
José Antonio Velásquez,ser humano
José Francisco Bustillo Murcia,ser humano
José Francisco Gómez y Argüelles,ser humano
José Nicolás Irías Midence,ser humano
Juan Orlando Hernández,ser humano
Juan Ángel Arias Boquín,ser humano
Héctor Francisco Medina Polanco,ser humano
Héctor Medina,ser humano
Ian Osorio,ser humano
Luis Alberto Salgado López,ser humano
Luis Landa Escober,ser humano
Luis Lobo,ser humano
obispo diocesano,cargo eclesiástico
Gualala,página de desambiguación de Wikimedia
farmacéutico,profesión sanitaria
Yoro,página de desambiguación de Wikimedia
Málaga,municipio
Orden José Cecilio del Valle,orden
Departamento de Olancho,departamento
sacerdote,clérigo
Gracias,ciudad
narcotraficante,contrabandista
Trujillo,estado
Omoa,municipio
voleibolista,deportista
Cedros,página de desambiguación de Wikimedia
Universidad de Chile,universidad
Porfirio Lobo Sosa,ser humano
Rafael Heliodoro Valle,ser humano
Jorge Claros,ser humano
José Trinidad Cabañas,ser humano
Miguel Paz Barahona,ser humano
Vicente Tosta Carrasco,ser humano
Miguel Rafael Dávila Cuéllar,ser humano
Juan Manuel Gálvez,ser humano
Roberto Suazo Córdova,ser humano
Manuel Bonilla,ser humano
Rafael Leonardo Callejas Romero,ser humano
José Azcona del Hoyo,ser humano
Francisco Ferrera,ser humano
Francisco de Aguilar,ser humano
Francisco Bueso Cuéllar,ser humano
Francisco Inestroza,ser humano
Crescencio Gómez Valladares,ser humano
José María Medina,ser humano
José Santiago Bueso Soto,ser humano
Universidad de Miami,universidad
Premio María Moors Cabot,premio
San Nicolás,comuna
Jesús de Otoro,municipio
La Paz,ciudad
Universidad del Estado de Misisipi,universidad
Universidad de Monterrey,universidad
Academia Literaria de Tegucigalpa,institución académica
Sensenti,municipio
Eduardo Bennett,ser humano
Eduardo Laing,ser humano
Miguel Castillo,ser humano
David Velásquez Colón,ser humano
José Mendoza Posas,ser humano
Kevin Hernández,ser humano
Mitchel Brown,ser humano
Francisco Javier Reyes,ser humano
Francisco Javier Toledo,ser humano
Gesler Philips,ser humano
Henry Enamorado,ser humano
Hilder Colón,ser humano
Jaime Villegas,ser humano
José Cardona,ser humano
Salomón Nazar,ser humano
Juan Cruz Murillo,ser humano
Júnior Izaguirre,ser humano
Kervin Johnson,ser humano
Leonardo Morales,ser humano
Niche Perez,ser humano
Guanaja,municipio
Potrerillos,página de desambiguación de Wikimedia
Iriona,municipio
Marco Tulio Vega,ser humano
Mariano Acevedo,ser humano
Mario Alexander Barahona Martínez,ser humano
Mario Arnaldo Gómez,ser humano
Mario Artica,ser humano
Mario Beata,ser humano
Mario Chávez,ser humano
Mario René Berríos,ser humano
Marlon Guillermo Lara Orellana,ser humano
Marlon Licona,ser humano
Marvin Ponce,ser humano
María Rosa Leggol,ser humano
Mauricio Fúnez,ser humano
Miguel Ferrera,ser humano
Milton Palacios Suazo,ser humano
Nahún Solís,ser humano
Nahún Avila,ser humano
Nicolás Suazo,ser humano
Néstor Matamala,ser humano
Omar Elvir,ser humano
Utila,isla
activista social,actividad humana
taekwondista,deportista
San Marcos,página de desambiguación de Wikimedia
Choluteca,página de desambiguación de Wikimedia
Cholchol,comuna
Chile,país
Elvin Ernesto Santos Peña,ser humano
Darwin Oliva,ser humano
Jorge Arturo Reina,ser humano
Allan Lalin,ser humano
Anthony Lozano,ser humano
Álex Pineda Chacón,ser humano
Argelio Sabillón,ser humano
Edgar Flores,ser humano
Guayo Cedeño,ser humano
Raúl Martínez Sambulá,ser humano
Germán Antonio Rivas,ser humano
Carlos Hartling,ser humano
Delbert Alvarado,ser humano
Edy Vásquez,ser humano
Erick Norales,ser humano
José Güity,ser humano
José Luis Fuentes,ser humano
Luis Alfredo Ramírez,ser humano
Marvin Sánchez,ser humano
Universidad Nacional Autónoma de México,universidad
Santa Cruz de Yojoa,municipio
actor de cine,profesión
Schlotheim,municipio
Himno nacional de Honduras,himno nacional
jugador de fútbol americano,deportista
Escuela secundaria Thomas Richard Robinson,escuela secundaria superior
Pontificia Universidad Lateranense,universidad
José Piñeda,ser humano
Inocente Rodríguez,ser humano
Darwin Rudy Andino Ramírez,ser humano
Raimundo Calix Garcia,ser humano
Salinas Reynaldo,ser humano
Juan José Alvarado,ser humano
Serapio Romero,ser humano
José María Martínez Salinas,ser humano
Jerry Bengtson,ser humano
Miguel Eusebio Bustamante,ser humano
Rolando Palacios,ser humano
Julio César Arzú,ser humano
Mario Roberto Martínez,ser humano
Fabio Ulloa,ser humano
Javier Abril Espinoza,ser humano
Felipe Neri Medina,ser humano
Fernando Soto Henríquez,ser humano
Roberto Perdomo Paredes,ser humano
José Francisco Milla Guevara,ser humano
José Lino Matute,ser humano
Ateneo Pontificio San Anselmo,universidad
Sambo Creek,asentamiento
velocista,disciplina deportiva
piloto de aviación,profesión
embajador,cargo
Mario César Rodríguez,ser humano
Marvin Brown,ser humano
Milton Reyes,ser humano
Milton Núñez,ser humano
Nery Medina,ser humano
Ninrrol Medina,ser humano
Olenka Fuschich,ser humano
Orlin Vallecillo,ser humano
Óscar Lagos,ser humano
Quiarol Arzú,ser humano
Reynaldo Pineda,ser humano
Ricky Denis García,ser humano
Rigoberto Gómez,ser humano
Robel Bernárdez,ser humano
Roberto Bailey,ser humano
Rommel Murillo,ser humano
Keylin Suzette Gómez,ser humano
Víctor Coello,ser humano
Manuel de Adalid y Gamero,ser humano
Melvin Valladares,ser humano
Arenal,página de desambiguación de Wikimedia
modelo,propiedad
Villa de San Francisco,municipio
Guatemala,país
Santa Fe,ciudad
Departamento de Cortés,departamento
participante en concursos de belleza,concurseante
Ramón Ernesto Cruz Uclés,ser humano
Cantarranas,asentamiento
José Francisco Zelaya y Ayes,ser humano
Carlos Oliva,ser humano
Carlos Padilla Velásquez,ser humano
Carlos Paez,ser humano
Carlos Palacios,ser humano
Carlos Ramón Aguilar Guifarro,ser humano
Carlos Salgado,ser humano
Carlos Mejía,ser humano
Christian Altamirano,ser humano
Christian Samir Martínez,ser humano
Cristopher Pavón,ser humano
Claudia Fajardo,ser humano
Cruzito,ser humano
César Castellanos Madrid,ser humano
César Obando,ser humano
César Oseguera,ser humano
Darwin Angeles,ser humano
Darwin Pacheco,ser humano
David Daniel Álvarez,ser humano
David Romero Ellner,ser humano
San Antonio del Norte,municipio
halterófilo,deportista
tirador,cinturón
Tierra Blanca,asentamiento
Sinuapa,municipio
Orlando Bueso,ser humano
Departamento de Atlántida,departamento
Oscar Andrés Morales,ser humano
Pedro Atala,ser humano
Pompilio Cacho Valerio,ser humano
Rafael Pineda Ponce,ser humano
Ramon Alberto Castillo,ser humano
Ramón Amaya Amador,ser humano
Reynaldo Clavasquín,ser humano
Reynaldo Tilguath,ser humano
Ricardo Antonio Álvarez Arias,ser humano
Richard Perdomo,ser humano
Richardson Smith,ser humano
Rigoberto Padilla,ser humano
Rocsi Diaz,ser humano
Rodolfo Padilla Sunseri,ser humano
Romeo Vásquez Velásquez,ser humano
Rubilio Castillo,ser humano
Ronald Bennett,ser humano
Rony García,ser humano
Rony Morales,ser humano
Rony Padilla,ser humano
Guarizama,municipio
San Miguel Guancapla,municipio
Universidad de São Paulo,universidad
Ciudad de Panamá,ciudad
Miami,ciudad
Universidad Creighton,universidad
personalidad de radio,profesión
Boston,ciudad
Siguatepeque,municipio
Instituto Tecnológico y de Estudios Superiores de Monterrey,universidad
atleta,deportista
Victor Ariel Martinez Castro,ser humano
Jose Alfredo Castillo Casanova,ser humano
baloncestista,deportista
Jose Rolando Argeñal Avelar,ser humano
Sebastian Rodrigo Mc.Cormick Ayestas,ser humano
Diego Andres Lopez Segura,ser humano
Diego Andree Aguiriano Sarmiento,ser humano
Victor Enmanuel Castillo Rovelo,ser humano
Luis Carlos Zelaya Barahona,ser humano
Danilo Javier Velasquez Castillo,ser humano
Jorge Francisco Salomon Diaz,ser humano
Karla Ordonez,ser humano
Daniela Rodriguez,ser humano
Marian Nicole Gomez Ortiz,ser humano
Cristhian Williams,ser humano
Josh Anderson Whittaker Boddem,ser humano
Nelson Reniery Chavez Herrera,ser humano
Gabriel Facusse,ser humano
Carlos Andres Estrada Lopez,ser humano
Christian Manuel Reichle Collier,ser humano
Raymond Samuel Cherington Flores,ser humano
Ornie Brooks,ser humano
Josue Samuel Valladares Carvajal,ser humano
Alina Donaire,ser humano
Abigail Galindo,ser humano
Antonio Pavón Molina,ser humano
Mariano Godoy,ser humano
Rodolfo Godoy,ser humano
Carlos Conrado Bonilla,ser humano
William Reyes,ser humano
Oliverio Roger Medina Callejas,ser humano
Oliverio Lezama Gallo,ser humano
Roxanna Somoza,ser humano
Salvador Jiménez Cáceres,ser humano
Alejandro Irías,ser humano
Donaldo Rosales,ser humano
Viccky Gutierrez,ser humano
Christian Duarte,ser humano
Johel Zelaya,ser humano
Ángela Stassano,ser humano
Luis Santamaría Crisanto Peña,ser humano
Júnior Costly,ser humano
Dickinson College,college
cineasta,artista
productor de cine,profesión
Langue,página de desambiguación de Wikimedia
influencer,profesión
dirigente deportivo,profesión
Coyoles Central,asentamiento
activista,ocupación
economista,profesión
Facultad Latinoamericana de Ciencias Sociales,instituto
Banco Mundial,institución financiera internacional
Reitoca,municipio
arquitecto,profesión
Universidad de San Pedro Sula,universidad
Maribel Lieberman,ser humano
Dixon Fermín Ramírez,ser humano
José Raúl García,ser humano
Jenrry Johel Velásquez Hernández,ser humano
Lenard Welsh,ser humano
Rafael Dick,ser humano
Lesly Mariel Colon Castillo,ser humano
Hector Flores,ser humano
Heyson Centeno,ser humano
Jafeth Martinez,ser humano
Sze Hang Ng,ser humano
Kelly Lopez,ser humano
Emilia Sagastume,ser humano
Elena Godoy,ser humano
Evana Daaboul,ser humano
Maria Aguilar,ser humano
Giulianna Guerrero,ser humano
Surie Rivera,ser humano
Lucia Canahuati,ser humano
Ivanna Romero,ser humano
Jutiquile,asentamiento
emprendedor,profesión
chocolatero,profesión
San Jerónimo,municipio
República Popular China,país
Carlos Escaleras,ser humano
Luis Antonio Chávez,ser humano
Hipólita Rodríguez,ser humano
Donaldo Ernesto Reyes,ser humano
Toribio Aguilera,ser humano
Adela Elizabeth Zúniga,ser humano
German Leitzelar,ser humano
Victoria Carrasco,ser humano
Romualdo Bueso Melghem,ser humano
Elvia Josefina Amador,ser humano
Abraham Kafati Díaz,ser humano
Eliseo Noel Mejía,ser humano
Felipe Zúniga del Cid,ser humano
Rodolfo Irias Navas,ser humano
Rigoberto Chang Castillo,ser humano
Celín Discua,ser humano
Alfonso Guillén Zelaya,ser humano
Óscar Ramón Nájera,ser humano
George Romeo Silvestri,ser humano
Lisandro Mauricio Arias,ser humano
Tocoa,municipio
Amelián Zerón,ser humano
Amalia Altamirano,ser humano
Alejandro Rodriguez Mora,ser humano
Edgardo Jose Garcia Nuñez,ser humano
Luis Andres De Maria Caceres Nuñez,ser humano
Roberto Zavala Velasquez,ser humano
Jose Robertoni Medina Nolasco,ser humano
Ricardo Manuel Ehrler Pineda,ser humano
Andre Felipe Gonzales Ulloa,ser humano
Gabriela Vicenzzina Hasbun Velasco,ser humano
Roxana Lacayo Zelaya,ser humano
Lexa Rose Mary Creamer Ruiz,ser humano
Victoria Callejas Raymond,ser humano
Elena Thumann Fugon,ser humano
Eileen Andrea Hernandez Hernandez,ser humano
Stephanie Marie Alvarado Moreno,ser humano
Linda Gabriela Martinez Alvarez,ser humano
Lia Yolaniy Mariel Medina Zelaya,ser humano
Maria Raquel Breve Cardona,ser humano
Jinan Abdalah Funes,ser humano
académico,rango académico
Helen Williams,ser humano
Erasmo Sierra,ser humano
Machiel Ramon,ser humano
Mario Johan Amador Aceituno,ser humano
Persly Joel Marin Gonzalez,ser humano
Sussy Danhey Bonilla Ramirez,ser humano
Mildrem Ninoska Martinez Osorio,ser humano
Karla Iveth Bu Zapata,ser humano
Jani Martinez,ser humano
Francia Maria Cruz Zelaya,ser humano
Ariela Marina Morazan Lemus,ser humano
Jorge Pomare,ser humano
Jose Luis Lopez Benavides,ser humano
Alex Alfaro,ser humano
Danalid Jackson Garbott,ser humano
Tania Katherine Peralta Sosa,ser humano
Erika Yalena Banegas Suazo,ser humano
Ena Cristina Lobo Valdez,ser humano
Fany Maricela F. Ruiz Flores,ser humano
Claudia Patricia Sierra Diaz,ser humano
Walter Tróchez,ser humano
Wendy Salgado,ser humano
Williams Reyes,ser humano
Wilmer Ramos,ser humano
Wilson Güity,ser humano
Xiomara Castro,ser humano
Yermy Hernández,ser humano
Yul Arzú,ser humano
Ángel Obando,ser humano
Arlo Eugenio Lopez Santos,ser humano
Pedro Moises Salazar Ferron,ser humano
Juan José Morales,ser humano
Héctor Menéndez,ser humano
Cristhian Martínez,ser humano
Rihanna Ferrara,ser humano
Lucila Estrada de Pérez,ser humano
Jefryn Macías,ser humano
Iliana Pineda,ser humano
Luis Gustavo Araujo Rodriguez,ser humano
activista LGBTI,activista
El Salvador,país
Sabá,municipio
ciclista,deportista
investigador,profesional
Universidad Católica de Honduras,universidad
Universidad Estatal de Maringá,universidad
Marco Antonio Andino,ser humano
Tito Asfura,ser humano
Jorge Aguilar Paredes,ser humano
Roy Barahona,ser humano
Silvia Ayala,ser humano
José Azcona Bocock,ser humano
Juan Francisco Argeñal,ser humano
Sadia Argueta,ser humano
Roberto Gámez Panchamé,ser humano
Hernaín Arzú,ser humano
Marco Antonio Anariba,ser humano
Alex Ávila,ser humano
Martha Concepción Figueroa,ser humano
Carlos Alfredo Lara Watson,ser humano
José Tomás Ponce,ser humano
Arturo Bonilla,ser humano
María Teresa Chávez,ser humano
Orle Solís,ser humano
Instituto San Francisco,institución académica
Rony Flores,ser humano
Jairo Martínez,ser humano
Héctor Flores,ser humano
Merlyn Membreño,ser humano
Milton Geovanny Palacios,ser humano
Obed Enamorado,ser humano
Julián Rápalo,ser humano
Henry Bermúdez,ser humano
José Luis Pineda,ser humano
Kelvin Castillo,ser humano
Nelson Larios,ser humano
Hugo Sarmiento,ser humano
Jorge Alberto Solís,ser humano
Lena Karyn Gutiérrez Arévalo,ser humano
Mario Canahuati,ser humano
Norberto Bernárdez Ávila,ser humano
Edgardo Paz Barnica,ser humano
Illich Guardiola,ser humano
Joshua Nieto,ser humano
José Rosario Bonano,ser humano
Instituto de Tecnología de Georgia,universidad
remero,función laboral
actor de teatro,ocupación
actor de voz,Wikidata property to identify contributors to audiovisual works
Chesed Sibaja,ser humano
Deron Jasher Watler Brooks,ser humano
Jose David Espinal Nuñez,ser humano
Christian Isaac Williams Araujo,ser humano
Rafael De Jesus Diaz Handal,ser humano
Francisco Forbs,ser humano
Eduardo Tyrret Johnson Johnson,ser humano
Denneson Lucas,ser humano
Clary Bodden,ser humano
Luciana Antonia Rietti Millares,ser humano
Paola Rodriguez Mora,ser humano
Carlos Dionicio,ser humano
Thrisha Nathalia Yearwood Calix,ser humano
Andre Isaac Martinez Guevara,ser humano
Devon Byron Stewart Bodden,ser humano
Humberto Adonis Sandoval Landa,ser humano
Jimmy Sansur Wills,ser humano
Mauro Guerrero,ser humano
Carlos Rene Velasquez Pineda,ser humano
Ana Gabriel Barahona Zuñiga,ser humano
Ángel Paz,ser humano
Érick Vallecillo,ser humano
Oscar Isaula,ser humano
Óscar Rolando Hernández,ser humano
Óscar Zepeda,ser humano
Chris Flores,ser humano
Víctor Mena,ser humano
Mauricio Villeda Bermúdez,ser humano
Miguel González,ser humano
Patricia Rodas,ser humano
Rosalinda Bueso,ser humano
Christian Santamaría,ser humano
Glenda Aguilar,ser humano
Instituto de Tecnología de Nueva Jersey,universidad
Ozzie Bodden,ser humano
Maynor Cabrera,ser humano
Armando Calidonio,ser humano
Héctor Castellanos,ser humano
Armando Castro,ser humano
Ángel Castro Rodríguez,ser humano
Henry Clark,ser humano
Escuela Agrícola Panamericana,universidad
deportista,profesión
Jimmy James Bailey,ser humano
Gladys Bernarda Casco,ser humano
Miguel Ángel Gámez,ser humano
Vilma Cecilia Morales,ser humano
Julio César Gámez Interiano,ser humano
David Matamoros Batson,ser humano
Oscar Orlando Burgos,ser humano
Carlos Gabriel Kattán,ser humano
Sergio Arturo Castellanos,ser humano
Washington D. C.,ciudad
Alberto Chedrani,ser humano
Wilfredo Bustillo Castellanos,ser humano
Ana Julia García,ser humano
Gabo Alfredo Jalil,ser humano
Wenceslao Lara Orellana,ser humano
Dennis Antonio Sánchez,ser humano
Teófilo Enamorado,ser humano
Danilo Galindo,ser humano
Antonio Rivera Callejas,ser humano
Víctor Rolando Sabillón,ser humano
Perla Simons,ser humano
Erick Fú Lanza,ser humano
Claudio Roberto Perdomo,ser humano
Jorge Ernesto Pineda,ser humano
Tomás Róchez,ser humano
Wilmer Cruz,ser humano
Renan Inestroza,ser humano
Miguel Edgardo Martínez,ser humano
Salvador Valeriano Pineda,ser humano
Olman Danery Maldonado,ser humano
Waldina Paz,ser humano
Mario Edgardo Segura,ser humano
Norma Haydee Calderón,ser humano
Nahamán González,ser humano
Maria Aracely Leiva,ser humano
Jesús Dagoberto Perdomo,ser humano
Ángel Darío Banegas,ser humano
Yadira Bendaña,ser humano
Presley Carson,ser humano
Brenda Mercedes Flores,ser humano
Ricardo J. Jaar,ser humano
Erick Mauricio Rodríguez,ser humano
José Rodolfo Zelaya,ser humano
Lorena Enriqueta Herrera,ser humano
Milton Jesús Puerto,ser humano
Eleazar Alexander Juárez,ser humano
Ana Galindo,ser humano
José Juan Rivera Ramos,ser humano
Juan Carlos Valenzuela,ser humano
Welsy Vásquez,ser humano
Televisión Azteca,negocio
Universidad Americana,universidad
Universidad Tecnológica de Honduras,universidad
Camilo Bonilla,ser humano
Yaudet Burbara,ser humano
Walter Antonio Chávez,ser humano
Enrique Reneau,ser humano
Nigel Zúniga,ser humano
Elman Joel Sandoval,ser humano
Juan Fernando Lobo,ser humano
Yessenia Coely Zelaya,ser humano
Mario Alonso Pérez López,ser humano
Luis Guifarro,ser humano
Fredy Renán Nájera,ser humano
Óscar Bonilla,ser humano
Joselina García,ser humano
Hesler Phillips,ser humano
Alejandro Castellanos,ser humano
Óscar Vargas,ser humano
Pamela Vásquez,ser humano
Clifford Laing,ser humano
Iizzwa Medina,ser humano
Selvin Laínez,ser humano
San Lorenzo,ciudad
tenista de mesa,deportista
Brayan Velásquez,ser humano
Henry Figueroa Alonzo,ser humano
Ever Alvarado,ser humano
Kevin Álvarez,ser humano
Pablo Álvarez García,ser humano
Aly Arriola,ser humano
Guillermo Anderson,ser humano
Francisco Arévalo,ser humano
Wilfredo Barahona,ser humano
Johnny Barrios,ser humano
John Beaumont,ser humano
Carlos Bernárdez,ser humano
Luis Berríos,ser humano
El Negrito,municipio
Valle de Ángeles,municipio
Universidad de California en Santa Cruz,universidad
Ciudad de Belice,ciudad
Belice,río
Luis López Fernández,ser humano
Roby Norales,ser humano
Marco Tulio Medina,ser humano
Aldo Oviedo,ser humano
Junior Padilla,ser humano
Miguel Medina,ser humano
Ángel Pineda,ser humano
Denovan Morales,ser humano
Fosi Bendeck,ser humano
María Cristina Pineda Suazo,ser humano
Jairo Róchez Crisanto,ser humano
Marlon Peña,ser humano
Jairo Puerto,ser humano
Cristopher Urmeneta,ser humano
Carlos Arbizú,ser humano
Michel Rivera,ser humano
David Roura,ser humano
Luis Zepeda,ser humano
José Zúñiga,ser humano
