entidad,tipo_entidad
Ministro de Cultura del Perú,cargo público
músico,profesión
Instituto de Música Curtis,institución educativa
Kammersänger,título honorífico
poeta,escritor
Cajamarca,ciudad
Pontificia Universidad Gregoriana,universidad
congresista del Perú,parlamentario
Yma Súmac,ser humano
Alexis Amore,ser humano
Álvaro Vargas Llosa,ser humano
María Julia Mantilla,ser humano
Lourdes Flores Nano,ser humano
Luis Castañeda Lossio,ser humano
Andrés Mendoza,ser humano
Susana Higuchi,ser humano
José María Arguedas,ser humano
César Vallejo,ser humano
Keiko Fujimori,ser humano
Alejandro Toledo,ser humano
Maria Reiche,ser humano
Rafael Hoyos Rubio,ser humano
José Antonio Chang,ser humano
Valeria Silva,ser humano
Nicolás de Piérola,ser humano
Manuel Candamo Iriarte,ser humano
Alfonso Grados Bertorini,ser humano
Lina Medina,ser humano
productor discográfico,profesión musical
Orden El Sol del Perú,orden estatal
Premio NightMoves,pornographic film award
politólogo,profesión
Universidad Nacional de Trujillo,universidad
Universidad de Lima,universidad
Primera dama de Perú,cargo
Andahuaylas,ciudad
Santiago de Chuco,página de desambiguación de Wikimedia
Los heraldos negros,obra literaria
Universidad de Columbia,universidad
Cabana,página de desambiguación de Wikimedia
conferenciante,profesión
Stanford Graduate School of Education,institución académica
Dresde,página de desambiguación de Wikimedia
matemático,profesión
Universidad Técnica de Dresde,universidad
Líneas de Nazca,geoglifo
Universidad Nacional Federico Villarreal,universidad
nadador,deportista
Universidad de Míchigan,universidad
Ministro de Economía y Finanzas del Perú,ministro
Ministro de Trabajo y Promoción del Empleo del Perú,ministro
Distrito de Ticrapo,distrito
estenógrafo,profesión
lingüista,profesión
José Luis Bustamante y Rivero,ser humano
Gerardo Chávez,ser humano
Valentín Paniagua,ser humano
Fernando Belaúnde Terry,ser humano
Manuel Prado Ugarteche,ser humano
Ricardo Pérez Godoy,ser humano
Luis Miguel Sánchez Cerro,ser humano
Víctor Larco Herrera,ser humano
Adolfo Winternitz,ser humano
Claudio Pizarro,ser humano
Junior Ross,ser humano
Nicolás Lindley,ser humano
Francisco Morales Bermúdez,ser humano
Manuel Odría,ser humano
Elexander Araujo,ser humano
Tongo,ser humano
Deyair Reyes,ser humano
Tarek Carranza,ser humano
Óscar R. Benavides,ser humano
Zenón Noriega,ser humano
diplomático,profesión
Organización de las Naciones Unidas,organización
artista,profesión
Escuela Nacional Superior Autónoma de Bellas Artes del Perú,universidad
Gran Oficial de la Orden El Sol del Perú,grado de una orden
ministro de Justicia y Derechos Humanos del Perú,ministro
arquitecto,profesión
Universidad de Miami,universidad
Piura,ciudad
alcalde de Trujillo,cargo
Viena,ciudad
Austria,país
Bellavista,página de desambiguación de Wikimedia
Tarma,provincia
El Tambo,municipio
animador,propiedad de Wikidata relacionada con la animación
Colegio Nacional Pedro A. Labarthe,colegio emblemático
Play Button de Plata,categoría de un premio
Club Sporting Cristal,club
Caballero de la Orden Nacional de la Legión de Honor,grado de una orden
Distrito de Jesús,distrito
Alfredo Bryce Echenique,ser humano
Iván Miranda Chang,ser humano
Jaime Bayly,ser humano
Celso Garrido-Lecca,ser humano
Jorge Eduardo Eielson,ser humano
Rinaldo Cruzado,ser humano
Alonso Cueto,ser humano
José Luis Granda Bravo,ser humano
Roberto Jiménez Jiménez,ser humano
Julio Granda,ser humano
Leao Butrón,ser humano
Orestes Rodríguez,ser humano
Claudia Zornoza,ser humano
Jorge Cori Tello,ser humano
José Watanabe,ser humano
Jaime Yzaga,ser humano
Sergio Bambarén,ser humano
Manuel Ignacio de Vivanco,ser humano
Salomón Lerner Ghitis,ser humano
Daniel Alomía Robles,ser humano
Universidad de París 8,EPSCP
Universidad de París X Nanterre,universidad
tenista,deportista
Premio San Clemente Rosalía-Abanca de novela española,premio
Universidad de Chile,estación
Camaná,ciudad
entrenador de tenis,profesión
novelista,escritor
Universidad de Texas A&M,universidad
Technion - Instituto Tecnológico de Israel,universidad
Huánuco,página de desambiguación de Wikimedia
El cóndor pasa…,obra dramáticomusical
Jorge Basadre,ser humano
Miguel Grau,ser humano
Alberto Bustamante Belaúnde,ser humano
Jorge Pardón,ser humano
Juan Francisco de Vidal La Hoz,ser humano
Javier Del Río Alba,ser humano
José Carlos Fernández Piedra,ser humano
Augusto Zúñiga,ser humano
Jenny de la Torre Castro,ser humano
Aurelio García y García,ser humano
Julio César García Mezones,ser humano
Bernie Paz,ser humano
Kerwin Peixoto,ser humano
Barton Zwiebach,ser humano
José Guillermo del Solar,ser humano
Alex Olmedo,ser humano
Toribio Rodríguez de Mendoza,ser humano
Justiniano Borgoño,ser humano
Óscar Valdés,ser humano
Remigio Morales Bermúdez,ser humano
Departamento de Tacna,departmento del Perú
Biblioteca Nacional del Perú,biblioteca nacional
marino,profesión
Comandante General de la Marina de Guerra del Perú,posición militar
Instituto Libertad y Democracia,think tank
Supe,ciudad
Universidad Pontificia de Santo Tomás de Aquino,universidad
Premio Ludovic-Trarieux,distinción
Nazca,página de desambiguación de Wikimedia
cirujano,profesión
Universidad de Leipzig,universidad
Orden del Mérito de la República Federal de Alemania,orden de mérito
actor de televisión,actor
físico,profesión
Instituto Tecnológico de Massachusetts,universidad
Salón Internacional de la Fama del tenis,Salón de la Fama
educador,profesión
Pica,villa
Belissa Andía Pérez,ser humano
Christian Meier,ser humano
Javier de Belaunde Ruiz de Somocurcio,ser humano
Lizardo Montero Flores,ser humano
Felipe Santiago Salaverry,ser humano
José Bernardo de Tagle,ser humano
Antonio González,ser humano
Jean Deza,ser humano
César Orosco,ser humano
Diego Penny,ser humano
Renzo Revoredo,ser humano
Rubén Toribio Díaz,ser humano
Demetrio Túpac Yupanqui,ser humano
Raúl Ruidíaz,ser humano
Roberto Palacios,ser humano
Juan Ossio,ser humano
Dúber Zapata,ser humano
José Santos Chocano,ser humano
Doris Gibson,ser humano
Fernando Torres y Portugal,ser humano
Distrito de Atico,distrito
activista por los derechos humanos,activista
ensayista,profesión
Premios Luces,distinción
Convictorio de San Carlos,colegio mayor
Croacia,página de desambiguación de Wikimedia
Universidad de Oxford,institución educativa
Universidad Harvard,universidad
Zorritos,ciudad
Jaén,municipio
banquero,profesión
oficial militar,profesión militar
Gran Cruz del Mérito Militar con distintivo blanco,grado de una orden
Luis Sánchez Moreno Lira,ser humano
Juan Manuel Guillén,ser humano
Manuel Márquez Sterling,ser humano
Miguel Villalta,ser humano
Iván Bulos,ser humano
Luis Trujillo,ser humano
Julio Rivera,ser humano
Exar Rosales,ser humano
Nicole Faverón,ser humano
Lucha Reyes,ser humano
Claudia Hernández,ser humano
Edith Noeding,ser humano
Ruth Shady,ser humano
Lorena Blanco,ser humano
Karina Jordán,ser humano
Rafael Larco Hoyle,ser humano
Betty Missiego,ser humano
Carlos Zambrano,ser humano
Gladys Tejeda,ser humano
Hervé Kambou,ser humano
Sociedad Sacerdotal de la Santa Cruz,instituto religioso
gobernador regional de Arequipa,cargo
embajador de Cuba,embajador
Distrito de Surco,distrito
Universidad San Ignacio de Loyola,universidad
Distrito de Lobitos,distrito
deportista olímpico,deportista
actor de teatro,ocupación
Teatro de la Universidad Católica,escuela de arte dramático
bailarín de ballet,profesión
Jauja,ciudad
Abiyán,ciudad
Clorinda Matto de Turner,ser humano
Beatriz Merino,ser humano
Daniel Alarcón,ser humano
Andrés de Santa Cruz,ser humano
Ciro Alegría,ser humano
Yehude Simon,ser humano
Anderson Cueto,ser humano
Vicky Peláez,ser humano
Magaly Solier,ser humano
Lautaro Murúa,ser humano
Sayri Túpac,ser humano
Hilaria Supa,ser humano
Conchita Cintrón,ser humano
Claudia Rivero,ser humano
La Perricholi,ser humano
Ornella Oettl Reyes,ser humano
Javier Velásquez Quesquén,ser humano
Carlos di Laura,ser humano
María Sumire,ser humano
Coya,entidad colectiva de población
Colegio Educandas,escuela
Búcaro Americano,revista
Escuela de Derecho Harvard,facultad de derecho
Banco Mundial,institución financiera internacional
Opus Dei,álbum
Academia Estadounidense de las Artes y las Ciencias,sociedad erudita
La Paz,ciudad
Confederación Perú-Boliviana,estado
Protector de la Confederación Perú-Boliviana,jefe del Gobierno
Distrito de Sartimbamba,distrito
La serpiente de oro,obra literaria
Universidad Nacional Pedro Ruiz Gallo,universidad
Departamento de Cusco,departmento del Perú
Huanta,provincia
cantautor,profesión musical
Premio Luces a la mejor actriz de televisión,premio
Tacna,ciudad
Anexo:Premio Cóndor de Plata al mejor actor,premio
Distrito de Huarocondo,distrito
trabajador doméstico,trabajador
Antofagasta,ciudad
torero,profesión
Portugal,país
Academia Militar de los Estados Unidos,institución educativa
emprendedor,profesión
Distrito de Eten,distrito
Universidad Pepperdine,universidad
Sicuani,ciudad
Chile,país
Pedro Pablo Kuczynski,ser humano
Immortal Technique,ser humano
Luis Horna,ser humano
Emilio Córdova,ser humano
Hernando de Soto,ser humano
Jorge del Castillo,ser humano
Víctor Benítez,ser humano
Tania Libertad,ser humano
Vanessa Jerí,ser humano
Manuela Sáenz,ser humano
Luisa María Cuculiza,ser humano
John Galliquio,ser humano
Gilberto Hidalgo,ser humano
Santiago Acasiete,ser humano
Javier Pulgar Vidal,ser humano
Nolberto Solano,ser humano
Agustín Gamarra,ser humano
Lolo Fernández,ser humano
Víctor Raúl Haya de la Torre,ser humano
Titu Cusi Yupanqui,ser humano
Banco Central de Reserva del Perú,banco central
rapero,músico
alcalde,cargo público
Premio Grammy Latino a la Excelencia Musical,premio
presentador de televisión,presentador
Provincia de Ambo,provincia
Colegio Sagrados Corazones Belén,escuela
Departamento de Huánuco,departamento
geógrafo,profesión
Colegio San Francisco de Asís,escuela privada
San Vicente de Cañete,ciudad
Juan Ramón Koenig,ser humano
Malinas,ciudad
Telésforo Ramos,ser humano
Guido Breña,ser humano
Richard Daniel Alarcón Urrutia,ser humano
Guillermo Abanto Guzmán,ser humano
Gustavo Salazar,ser humano
Silvana Pacheco Gallardo,ser humano
Enrique Ciriani,ser humano
Henry Urday Cáceres,ser humano
Pedro Suárez-Vértiz,ser humano
Roger Soler,ser humano
Víctor Hugo Rivera,ser humano
Héctor Boza,ser humano
Miguel Cabrejos Vidarte,ser humano
Raimundo Revoredo Ruiz,ser humano
Rajmil Fischman,ser humano
José Antonio Eguren,ser humano
Francisco Boza,ser humano
Octavio Ortiz Arrieta,ser humano
Mario Cornejo,ser humano
Valeria Rivero,ser humano
Distrito de Huarmaca,distrito
Puquio,ciudad
obispo diocesano,cargo eclesiástico
Escuela Nacional Superior de Bellas Artes de París,institución académica
presidente del Senado de Perú,cargo
Cruz federal de la República de Alemania al mérito,grado de una orden
Provincia de Chota,provincia
vicepresidente,cargo
Universidad de Tel Aviv,universidad
Sodalicio de Vida Cristiana,sociedad
tirador,cinturón
"España, aparta de mí este cáliz",obra literaria
Juan Crisóstomo Torrico,ser humano
Gianfranco Espejo,ser humano
Oscar Quiñones,ser humano
Mario Cuba,ser humano
Mario Peña Angulo,ser humano
Mateo Crawley-Boevey,ser humano
Nemesio Rivera Meza,ser humano
Gustavo Gorriti,ser humano
Ricardo Uceda,ser humano
José Rufino Echenique,ser humano
Salvador Salguero,ser humano
Luis Alberto Ramírez Benites,ser humano
Eloy Gaspar Ureta Montehermoso,ser humano
Justo Figuerola,ser humano
Manuel Menéndez,ser humano
Rodulfo Manzo,ser humano
Marcos Calderón,ser humano
Pablo Arraya,ser humano
Domingo Nieto,ser humano
sacerdote,clérigo
La República,diario
Swiss Leaks,periodismo de investigación
Premio María Moors Cabot,premio
Córdoba,municipio
Ilo,conjunto de personajes de la mitología griega
misionero,profesión
Florentino Laime Mantilla,ser humano
Aníbal Quijano,ser humano
Valeriano López,ser humano
Germán Carty,ser humano
Francesco Petrozzi,ser humano
Francisco Ugaz,ser humano
Adelfo Magallanes Campos,ser humano
Manuel Rivera Garrido,ser humano
Johnny Vegas,ser humano
Wilhelm Faupel,ser humano
Luis Guadalupe,ser humano
Martín del Valle,ser humano
Gabino Miranda Melgarejo,ser humano
Tjitte Weistra,ser humano
Karen Zapata,ser humano
Raoul de Verneuil,ser humano
Jorge Pedro Carrión Pavlich,ser humano
Gloria Jiménez,ser humano
Grimaldo González,ser humano
Nelly Fonseca,ser humano
Yanama,montaña
sociólogo,profesión
Universidad de Binghamton,universidad
Casma,provincia
Universidad Ricardo Palma,universidad
Suiza,página de desambiguación de Wikimedia
embajador en España,embajador
Pour le Mérite,orden
entrenador de bádminton,profesión
Ferreñafe,ciudad
obispo de Puno,cargo eclesiástico
Carlos Sowersby,ser humano
Carlos Torres Garay,ser humano
Carlos Torres y Torres Lara,ser humano
Carlos Tubino,ser humano
Carlos Uribe Zambrano,ser humano
Carlos Valderrama Herrera,ser humano
Carlos Valdivia,ser humano
Carlos Vidal Layseca,ser humano
Carlos Washburn,ser humano
Carlos Zavala Loayza,ser humano
Carlos Zúñiga Segura,ser humano
Carlos de los Heros,ser humano
Carlos Álvarez,ser humano
Carlos Zegarra,ser humano
Carmela Abad Mendieta,ser humano
Carmen Vildoso Chirinos,ser humano
Carmencita Lara,ser humano
Carolina Cano,ser humano
Carolina Infante,ser humano
Carolina Trivelli,ser humano
Universidad de Münster,universidad
Ministro de Salud del Perú,cargo
Pampas,página de desambiguación de Wikimedia
yudoca,deportista
Ministra de la Mujer y Poblaciones Vulnerables de Perú,cargo público
Huaraz,ciudad
actor de cine,profesión
Distrito de Miraflores,distrito
economista,profesión
Pilar Bellido,ser humano
Pozzi Escot,ser humano
Juan Postigos,ser humano
Blanca Varela,ser humano
Pedro Pablo Bermúdez Ascarza,ser humano
Raúl Chau Quispe,ser humano
Esther Castañeda,ser humano
Ricardo García García,ser humano
Roberto Silva,ser humano
Rodolfo Holzmann,ser humano
Vladimiro Montesinos,ser humano
Johan Sotil,ser humano
Salvador Piñeiro,ser humano
Francisco Javier de Luna Pizarro,ser humano
Clemente Palma,ser humano
Silvia Jiménez,ser humano
Alicia Delgado,ser humano
Jorge Soto,ser humano
José Carvallo,ser humano
Hugo Sotil,ser humano
Escuela Juilliard,institución educativa
Conservatorio de Música de Nueva Inglaterra,institución educativa
Luz de día,obra literaria
Pontificia Universidad de la Santa Cruz,universidad
Breslavia,ciudad
asesor político,ocupación
Variedades,revista
Oyón,municipio
Juan Bautista Eléspuru,ser humano
Juan Bautista Túpac Amaru,ser humano
Juan Bautista de Lavalle,ser humano
Juan Bravo del Ribero y Correa,ser humano
Juan Bustamante Arenas,ser humano
Rafael Yamashiro,ser humano
Juan Caballero Lora,ser humano
Juan Carlos Fisher,ser humano
Laurita Pacheco,ser humano
Juan Carrillo Barbadillo,ser humano
Juan Castellanos,ser humano
Juan Castro Nalli,ser humano
Juan Criado,ser humano
Juan Diego Gutiérrez,ser humano
Juan Diez de San Miguel y Solier,ser humano
Juan Emilio Salinas,ser humano
