entidad,tipo_entidad
Ximena Duque,ser humano
Gilberto Aristizábal,ser humano
Oliverio Rincón,ser humano
Víctor Marulanda,ser humano
Natalia Navarro Galvis,ser humano
Miguel Ángel Rodríguez Forero,ser humano
Fernando Gaitán Salom,ser humano
Róbinson Zapata,ser humano
Valdemar Franklin Quintero,ser humano
Bernardo Tovar,ser humano
La huelga,pintura
Premio Eugenio Espejo,premio
Hochschule für Musik und Tanz Köln,universidad
Chiquinquirá,municipio
poeta,escritor
Montería,ciudad
boxeador,deportista
escultor,profesión artística
Beca Guggenheim,premio
Duitama,municipio
Universidad Autónoma Latinoamericana,universidad
participante en concursos de belleza,concurseante
jugador de squash,deportista
"Yo soy Betty, la fea",serie de televisión
Anexo:TVyNovelas (Colombia) al mejor libretista de telenovela o serie,categoría de un premio
Florida,estado
tirador,cinturón
Juventudes Socialistas de España,organización política juvenil
Balón de Oro,premio
Miguel Antonio Caro Tobar,ser humano
Rafael Reyes Prieto,ser humano
José María Campo Serrano,ser humano
Frank Osorio,ser humano
Jorge Enrique Abello,ser humano
Gildardo Biderman Gómez,ser humano
Gabriel Ochoa,ser humano
Alejandra Sandoval,ser humano
Víctor Salazar,ser humano
Carlos Betancur,ser humano
Juan Sebastián Cabal,ser humano
José Fernando Santa,ser humano
Francisco Javier Vergara y Velasco,ser humano
Héctor Quiñones,ser humano
Vladdo,ser humano
Edison Toloza,ser humano
Carlos Maussa,ser humano
Miguel Varoni,ser humano
Luis Gabriel Rey,ser humano
Andrés Felipe Ortiz,ser humano
Academia Colombiana de la Lengua,organización
Santa Rosa de Viterbo,página de desambiguación de Wikimedia
empresario,ocupación
"Por Colombia, por Ibero-América",obra escrita
presidente,propiedad de Wikidata para elementos sobre organizaciones
El Carmen de Viboral,municipio
Segovia,ciudad
Sopetrán,municipio
modelo artístico,profesión
Ciudad Bolívar,ciudad
historiador,profesión
dibujante,profesión
Santa Bárbara,ciudad
realizador de televisión,profesión
José Castelblanco,ser humano
Darwin Atapuma,ser humano
Andrés Orozco,ser humano
Flavio Caballero,ser humano
Israel Ochoa,ser humano
Samuel Cabrera,ser humano
Winner Anacona,ser humano
Edwin Valencia,ser humano
Juan Esteban Arango,ser humano
Luis Fernando Herrera,ser humano
Edwin Congo,ser humano
Fanny Lu,ser humano
Gabriel Turbay,ser humano
Hernando Tovar,ser humano
Francisco Maturana,ser humano
José Eustasio Rivera,ser humano
Fonseca,ser humano
Carlos Valencia,ser humano
Coraima Torres,ser humano
Úmbita,municipio
Túquerres,municipio
San Andrés,municipio
Paipa,municipio
Pasuncha,corregimiento
embajador de Colombia en los Estados Unidos,cargo
Girardot,municipio
Rivera,página de desambiguación de Wikimedia
Ministerio de Relaciones Exteriores de Colombia,ministerio de relaciones exteriores
Berklee College of Music,universidad
Cerrito,página de desambiguación de Wikimedia
Valencia,ciudad
Misael Pastrana Borrero,ser humano
Juan Pablo Forero,ser humano
Pontus Carlsson,ser humano
Víctor Manuel Mora,ser humano
Miguel Ángel Rubiano,ser humano
Sergio Henao,ser humano
Miguel Calero Rodríguez,ser humano
Rodrigo García Barcha,ser humano
Arturo Salazar Mejía,ser humano
Arturo de Jesús Correa Toro,ser humano
Gregorio Ladino,ser humano
Walter Pedraza,ser humano
Leonel Álvarez,ser humano
Alejandro Berrio,ser humano
Juan Pablo Pino,ser humano
Dúvier Riascos,ser humano
Luis Fernando Suárez,ser humano
Francisco Antonio Zea,ser humano
Alfonso López Pumarejo,ser humano
Giovanni Báez,ser humano
embajador de Colombia,embajador
Tabio,municipio
ajedrecista,deportista
Suecia,país
Ginebra,página de desambiguación de Wikimedia
Premios WGA,premio
San Mateo,personaje humano
Mateo Arias Diaz,ser humano
México,asentamiento
Remedios,página de desambiguación de Wikimedia
hora,unidad de tiempo
Escuela de Economía y Ciencia Política de Londres,universidad
Nobsa,municipio
Néider Morantes,ser humano
Wilber Varela,ser humano
Antonio Bayter Abud,ser humano
Carlos Camacho,ser humano
Camilo Fernando Castrellón Pizano,ser humano
Antonio Cervantes,ser humano
Edgar Aristizábal Quintero,ser humano
Antonio María Valencia,ser humano
Niver Arboleda,ser humano
Rolando Serrano,ser humano
Gustavo Adolfo Bolívar,ser humano
Julio Enrique Prado Bolaños,ser humano
Fabio Hernán Rodríguez,ser humano
Antonio Ungar,ser humano
Antonio Alvarez Lleras,ser humano
Marcos Coll,ser humano
Jaime Osorio,ser humano
Alberto Camargo,ser humano
Oswaldo Henríquez,ser humano
Jámison Olave,ser humano
Roldanillo,municipio
narcotraficante,contrabandista
San Basilio de Palenque,centro poblado
Schola Cantorum de París,institución académica
Preludio,página de desambiguación de Wikimedia
Cumbal,página de desambiguación de Wikimedia
Cogua,municipio
Viterbo,comuna
Defensor del año de la Major League Soccer,distinción
Jhon García,ser humano
Diego Osorio,ser humano
Wilson Pérez,ser humano
Rafael Uribe Uribe,ser humano
Edison Mafla,ser humano
Harrison Otálvaro,ser humano
Gustavo Martínez Frías,ser humano
Ener Julio,ser humano
Paola Ampudia,ser humano
Belarmino Correa Yepes,ser humano
Margarita Rosa de Francisco,ser humano
Bernardo Romero Lozano,ser humano
Kike Santander,ser humano
José Torres Cadena,ser humano
Catalina Castaño,ser humano
Bill Lynn,ser humano
Andrés Rentería,ser humano
Gabriel París,ser humano
Blas Emilio Atehortúa,ser humano
Valparaíso,ciudad
voleibolista,deportista
Universidad de Misuri,universidad
Briceño,página de desambiguación de Wikimedia
Premio Grammy latino por mejor canción tropical,premio
baterista,profesión
Colegio de Comando y Estado Mayor General del Ejército de los Estados Unidos,escuela de guerra
Helmut Bellingrodt,ser humano
Cien años de soledad,obra literaria
Gustavo Rojas,ser humano
Juan Gabriel Vásquez,ser humano
Crisanto Luque Sánchez,ser humano
Juan Carlos Henao,ser humano
Pompín Iglesias,ser humano
Iván Ríos,ser humano
Carlos Vives,ser humano
J Balvin,ser humano
Freddy Montero,ser humano
Nemesio Camacho Macías,ser humano
Eliseo Payán,ser humano
David González,ser humano
Erwin Carrillo,ser humano
Luis Alberto Moreno,ser humano
Víctor Hugo Montaño,ser humano
Guillermo Owen,ser humano
Alexis Mendoza,ser humano
Wason Rentería,ser humano
Estanislao Zuleta,ser humano
Gabriel Chaves,ser humano
Jaime Castrillón,ser humano
traductor,propiedad de Wikidata para elementos sobre obras
El ruido de las cosas al caer,obra literaria
Putumayo,departamento
Premio Grammy Latino a la grabación del año,premio
Premio Grammy Latino al mejor álbum de música urbana,premio
Campo de la Cruz,municipio
Subachoque,municipio
Ferrocarril del Pacífico,empresa ferroviaria
Filadelfia,comuna
Universidad Atlántica de Florida,universidad
matemático,profesión
Universidad de Princeton,universidad
Universidad de Fordham,universidad
Municipio de Medellín,municipio
economista,profesión
Puerto Nare,municipio
Antonio Mora Vélez,ser humano
Antonio Panesso Robledo,ser humano
Antonio París Ricaurte,ser humano
Antonio Ramírez González,ser humano
Antonio Sanint,ser humano
Antonio Sánchez de Orellana,ser humano
Antonio Vélez Montoya,ser humano
Antonio Zuluaga,ser humano
Anuar Hurtado,ser humano
Aníbal Mosquera,ser humano
Apolinar Díaz Callejas,ser humano
Apolinar Salcedo Caicedo,ser humano
Araceli Morales López,ser humano
Argelino Durán Quintero,ser humano
Argemiro Vacca,ser humano
Ariel Sevillano,ser humano
Arleth Casado de López,ser humano
Arlinton Murillo,ser humano
Armando Maldonado,ser humano
Armando Nieves,ser humano
Yolombó,municipio
Universidad de Illinois,escuela
funcionario,empleado público
Ministro de Cultura de Colombia,cargo
Gran Cruz de la Orden del Mérito Civil,grado de una orden
Ocaña,página de desambiguación de Wikimedia
Barbacoas,página de desambiguación de Wikimedia
San Andrés de Sotavento,municipio
El Copey,municipio
Yonnhy Pérez,ser humano
Zuleima Araméndiz,ser humano
Álvaro Cepeda Samudio,ser humano
Álvaro Gómez Hurtado,ser humano
Álvaro Teherán,ser humano
Álvaro Valbuena,ser humano
Óscar Muñoz,ser humano
Joaquín Acosta,ser humano
Achito Vivas,ser humano
Karen Martínez,ser humano
Alex Fernández,ser humano
Alex Valderrama,ser humano
Alfonso Novoa,ser humano
Juan Andrés Bolaños,ser humano
Andi Baiz,ser humano
Andrés Cadavid,ser humano
Ángela María Espinosa,ser humano
Antonio Rada,ser humano
Antonio Julio de la Hoz,ser humano
Aníbal Alzate,ser humano
María La Baja,municipio
baloncestista,deportista
universidad de Houston,universidad
artista visual,profesión artística
Premio internacional de la Fundación Hasselblad,photography award
Guaduas,municipio
científico,profesión
New York University Tisch School of the Arts,facultad universitaria
esgrimista,deportista
Sabanalarga,página de desambiguación de Wikimedia
Arley Betancourth,ser humano
Augusto Vargas Cortés,ser humano
Aurora Cossio,ser humano
Beatriz Luz Lattanzi,ser humano
Bonner Mosquera,ser humano
Breyner Bonilla,ser humano
Byron Tenorio,ser humano
Camilo Becerra,ser humano
Candelo Cabezas,ser humano
Luis Fernando Mosquera,ser humano
Carlos Alberto Barreto,ser humano
Carlos Fernando Asprilla,ser humano
Carlos Enrique Carrasquilla,ser humano
Carlos Gutiérrez,ser humano
Carlos Gaviria,ser humano
Carlos José Robayo Escobar,ser humano
Carlos Pizarro Leongómez,ser humano
Carlos Rentería,ser humano
Carolina Márquez,ser humano
Fulgencio Zúñiga,ser humano
Italia,país
Condoto,municipio
Esmeraldas,ciudad
Universidad Metodista del Sur,universidad
percusionista,profesión musical
Valle del Cauca,departamento
Dabeiba,municipio
Universidad de Nueva York,universidad
disc-jockey,músico
Padilla,taxón
Daniel Bluman,ser humano
Daniel Caro Borda,ser humano
Daniel Jaramillo,ser humano
Daniel Rincón,ser humano
Daniel Zamudio,ser humano
Darío de Jesús Monsalve Mejía,ser humano
Froilán Casas Ortíz,ser humano
José Ignacio de Márquez,ser humano
Diana Isabel Pineda Zuleta,ser humano
Diego Tamayo,ser humano
Omar Delgado Gómez,ser humano
Jairo Jaramillo Monsalve,ser humano
Juan Francisco Sarasti Jaramillo,ser humano
Rufino José Cuervo Urisarri,ser humano
Iván Parra,ser humano
Sergio Vélez,ser humano
Francisco Escobar,ser humano
Jorge Cao,ser humano
Mónica Uribe,ser humano
Adriana Campos,ser humano
jinete hípico,deportista
Jardín,municipio
Ramiriquí,municipio
Universidad de Puerto Rico - Recinto Universitario de Mayagüez,universidad
saltador,deportista
romanista,profesión
Diccionario de construcción y régimen de la lengua castellana,obra literaria
Caibarién,ciudad
Cuba,país
Chaparral,página de desambiguación de Wikimedia
Camilo Suárez,ser humano
Hernando Casanova,ser humano
Hernando Durán Dussán,ser humano
Hernando Osorio,ser humano
Hernando Molina Araújo,ser humano
Hernando Pizarro Leongómez,ser humano
Hernando Urriago Benítez,ser humano
Hernán Barreneche,ser humano
Hernán Medina Calderón,ser humano
Hernán Patiño,ser humano
Hernán Orjuela,ser humano
Campo Elías Romero Fuenmayor,ser humano
Campo Elías Santacruz,ser humano
Campo Elías Terán,ser humano
Caracciolo Parra León,ser humano
Carlos Alberto Castro,ser humano
Carlos Alberto Mariño Sabogal,ser humano
Carlos Albornoz Guerrero,ser humano
Carlos Alfredo Suárez,ser humano
Carlos Altafulla,ser humano
Uruguay,país
Ministro de Educación de Colombia,cargo
Gobernador de Cesar,cargo público
Caicedonia,municipio
presentador de televisión,presentador
San Antero,municipio
Universidad Central de Venezuela,universidad
Turbo,página de desambiguación de Wikimedia
vendedor,profesión
cantautor,profesión musical
Carlos Sánchez,ser humano
Carlos Toledo Plata,ser humano
Carlos Urrutia,ser humano
Carmelina Soto Valencia,ser humano
Carmen Marina Torres,ser humano
Carmen Rodallega,ser humano
Carolina Castillo,ser humano
Carolina Correa Londoño,ser humano
Carolina Colorado,ser humano
Carolina Isakson de Barco,ser humano
Carolina Guerra,ser humano
Catalina Usme,ser humano
Cecilia Orozco Tascón,ser humano
María Carmenza Morales Rendón,ser humano
César Augusto Arias,ser humano
Chanoir,ser humano
Charles Monsalvo,ser humano
Charles Quinto,ser humano
Ciro Arturo Pupo Castro,ser humano
Clara Juliana Guerrero,ser humano
Fredonia,página de desambiguación de Wikimedia
El Charco,municipio
luchador,ocupación
Támesis,río
Caldas,departamento
York,ciudad
Primera dama de Colombia,cargo
Itagüí,municipio
triatleta,deportista
Barrancabermeja,municipio
Universidad Santo Tomás,universidad
jugador de bolos,deportista
Luis Zuleta,ser humano
Manuel Ruiz Montealegre,ser humano
María Teresa Barreto,ser humano
Maricella González,ser humano
Martín Cárdenas Ochoa,ser humano
Martín Zapata,ser humano
Fernando González,ser humano
Mauricio Rivas,ser humano
Mayer Andrés Candelo García,ser humano
Erika Abril,ser humano
Miguel Lora,ser humano
Miguel Montaño,ser humano
Natalia Ramírez,ser humano
Oscar Arango,ser humano
Oswaldo Salgado,ser humano
Olga Elena Mattei,ser humano
Mario Llanos,ser humano
Pedro Camilo Franco,ser humano
Pedro Portocarrero,ser humano
piloto de motociclismo,deportista
juez,propiedad de Wikidata relacionada con el derecho y la justicia
San José de Pare,municipio
fondista,profesión
Arecibo,extended play
Dagua,municipio
Jorge Tadeo Lozano,ser humano
Catalina Acosta,ser humano
Vicky Dávila,ser humano
Daniella Álvarez,ser humano
David Montoya,ser humano
Hamilton Ortega,ser humano
Édgar Ramos,ser humano
Eduardo Borrero,ser humano
Eduardo Vilarete,ser humano
Ernesto Guerra,ser humano
